text,sentiment,original_text
pancing air keruh onar onar tanggap bos,0,Memancing dalam air keruh membuat onar kalau ngak buat onar ngak di tangepi bos
patut salah yayg kisruh lahhitu wajib tindak,0,Yg patut di salahkan ya<br>Yg buat kisruh lahh..<br>Itu yg wajib di tindak 😁
korban tiktok facebook palsu joko widodo periode ahok video potong kasihan ponsel pintar gunainnya polisi uu ite buat palsu,0,"korban tiktok dan fb hoax jokowi 3 periode, kek kasus ahok yg videonya dipotong2. kasihan punya hp tapi ga pinter gunainnya😂 polisi gimana UU ITE pembuat hoax ?"
payah beringas beringas biar rame,0,Payah Kurang Bringas Semua.Sama Bringas Dong Biar Rame
demo rusak fasilitas negara negara negara kayak,1,klu Demo jgn merusak  vasilitas  itu kan negaranya  sendiri negara kita kan bukan negara  yg kaya .
unjuk perang saudara sih toleransi negara atas nama rakyat rakyat demo profesional tawur geng pas ramadan rakyat indonesia cinta damai sayang propaganda politik kejam nkri jaya,1,"Ini demo apa mau perang saudara sih,apa tak ada cara lain selain beginian,apa tak ada ada lagi toleransi di negeri ini,semua mengatas namakan rakyat,demi rakyat,demo boleh tapi yang profesional lah,jangan seperti tawuran antar Genk begini.pas pada bulan ramadhan pula.saya rakyat Indonesia yang cinta damai menyayangkan ,propaganda  politik itu memang kejam.nkri jayalah."
mahasiswa kta nya puasa cerdik pintar unjuk gara gara isu isu kak mahasiswa trlalu cerdik,0,"Mahasiswa kta nyy, ini blan puasa.,  terlalu cerdik dan pintar kalian, demo gara2 isu, ISU kakk mahasiswa yang trlalu cerdik"
mantap bilang kangen unjuk oiiii,0,Mantab mana yg dulu bilang kangen di demo oiiii...😂😂
dalang ya isu suara periode pakjangan mahasiswa aktivis demo,0,Yang menjadi dalang Ya Yang Membuat Isu Menyuarakan 3 Periode PAK..<br>Jangan Semua di Pukul Rata Ke MahaSiswa dan Aktivis DEMO..
unjuk ricuh tembak peluru tajam,0,Unjuk rasa ricuh harusnya tembak peluru tajam....
sih mahasiswa ujung ujung rusak,0,"dapat apa sih, kok mau maunya mahasiswa pada demio, toh ujung ujungnya merusak"
aneh unjuk ricuh,0,"Udah ga aneh, demo pasti ricuh"
manusia malas periode periode manusia laknat rezim zalim malu,0,manusia kurang malau sudah2preode gk becos malah mau3preode benar2 manusia laknat rozim zolim kurang malu
kota pindah kaltimkarna joko widodo tau jakarta orang otak salah,0,Pantesan ibukota di pindain ke Kaltim..<br>Karna pak Jokowi tau. Di jkrta banyak orang kurang2 otaknya GK tau yg mana yg benar dan salah..
demo jalan mudarat titik,0,DEMO DIJALANAN BANYAK MUDARATNYA.LBH BAIK TEMPATNYA DI 1 TITIK...
cari dalang cari solusi biar aspirasi anggap,0,Bukan cari dalangnya cari solusinya biar aspirasi di anggap
dpr senyum senyum polisi adu mahasiswa,0,DPR senyam senyum <br>dan polisi di adu dengan mahasiswa
mahasiswa otak jahat ya laku mahasiswa jiwa preman habis duit orang tua bravo tni polri,0,Mahsiswa otak penjahat ya begitu kelakuannya. MAHASISWA JIWA PREMAN. YG SEPERTI INI YG BIASANYA HANYA MENGHABISKAN DUIT ORANG TUA. Bravo TNI POLRI
mati aja rasa,0,Kok gk mati semua ajah merasakan
bingung rakyat pancing,0,Bingung kadrun Krn rakyat tak terpancing
kangen unjuk keamana kerah halau demo,0,ktnya kangen d demo kok ..pihak keamana  d kerahka  buat menghalau pendemo
mahasiswa keren,0,Mahasiswa keren... uraaa
joko widodo bangun pelosok daerahkoq tuju yapadahal dahulu perhati daerah pelosoksemoga indonesia aman satu,1,Jokowi itu Bapak pembangunan yg menyeluruh sampai pelosok daerah..<br>Koq pada gak setuju knp ya?<br>Padahal pendahulunya sangat kurang perhatikan daerah pelosok..<br>Semoga Indonesia tetep aman dan bersatu.
pintu gerbang buka dpr nya dengar aspirasi kah,0,Kenapa pintu gerbang ga dibuka dpr nya ga mau dengar aspirasi kah
doa aja mudah mudah nya pimpin sukarno jenderal sudirman biar anak bangsa kreatif negara maju andai rasa betapa pahit orang tua darah cucur keringat hambur negara diri tegak orang tua pikir perut lapar anak cucu senang tenteram unjuk langsung mlontarkn kata sengsara polisi tni rakyat rasa timpah batu pimpin contoh,1,berdoa aja.mudh mudahan kedpan nya ada pemingpin tegas seperti pa sukarno.dan seperti pak jendral sudirman biar ank bngsa ini lebih kereatip dan negara ni lebih maju.anday kan kita mrasakn betapa pahit.nya orang tua kita dulu spay darah ber cucuran dan keringat ber hamburan supaya negara ini berdiri tegak dan orang tua dulu ta memikirkan perut kelaparan tapi yang ada anak cucu bisa senang dan tentram..KLO g mau demo jngn langsung mlontarkn perkata.tida penting yang sengsara polisi TNI dan rakyat harus merasakan timphn batu why para pemingpin jadilah bapak jadi contoh kami
tembak anjing buat onar,0,Tembak aja anjink2 pembuat onar
unjuk besar jabat angkat tema periode sila,0,"Setelah ada demo besar2an.Monggo bapak2/ibu2 pejabat yg mengangkat tema 3 periode,waktu dan tempat kami persilahkan"
enak lihat kopi demo tau unjuk,0,Enak liatnya sambil ngopi yg lg PD demo..tau demo apaan🤣
gak salah unjuk unjuk nya salah salam sehat bos,1,"Gk salah demo tp cara demo nya salah,salam sehat bos"
bikin macet jalan kasihan cari rezeki,0,"Bikin macet jalan, kasian yg lagi nyari rejeki,,"
akibat moga ubah tentu bijak bangun sikap kondisi moga ubah cinta tanah air nkri salam damai,1,"Persoalan sebab dan akibat,semoga  keadaan bisa berubah  penentu kebijakan harus bangun menyikapi kondisi ,semoga keadaan dpt berubah menjadi lebih baik,cinta tana air NKRI, salam kedamaian"
video tawur nya,0,banyakin video tawuran nya
wajar sih ricuh dah muak,0,"Wajar sih ricuh, dah muak.."
mahasiswa adu domba ya suruh suruh demo tanggung orang tua sekolah orang guna bangsa negara,0,"Mahasiswa ko mau di adu domba ya,disuruh suruh berdemo.padahal mereka masih di tanggung orang tua.sekolah jadi orang yg berguna utk bangsa dan negara.waduh waduh."
gilir demo jelas kantor dewan tutup eh gilir rapat tidur,0,"giliran didemo mintak kejelasan kantor dewan ditutup, eh giliran rapat pada tidur..... hadeh ..."
puasa anarkis batal puasa loh,0,Puasa kok anarkis nanti batal Puasa loh.
larang unjuk larang unjuk halus susup orang ricuh alas bubar demo salah strategi kondisi alias cipta kondisi percaya ricuh murni rakyat unjuk si maling teriak maling,0,Melarang demo sdh gak mungkin jd satu2 cara utk melarang demo secara halus yaitu dgn cara menyusupkan org utk membuat ricuh sehingga ada alasan utk membubarkan pendemo ini salah satu strategi pengkondisian alias cipta kondisi jd jgn terllu percaya bhwa yg membuat ricuh murni dari rakyat yg melakukan demo dan bisa aja si mron ini maling teriak maling
demo gunanyarusak iya,0,Demo itu apa ada gunanya..<br>Rusak ia
demo mana jabat negara minum kopi,0,Demo dmna mana tp pejabat negara hanya minum kopi 😡😡
polisi hansip negara arogan kode alam masyarakat dukung demo hadir lengser mukidi salam akal sehat orang tolak kardus gembok,0,"Polisi adalah hansip negara yang arogan , kode alam sudah mereka tunjukkan , agar kita semua masyarakat yang mendukung pendemo juga ikut hadir melengserkan mukidi , salam akal sehat dari orang yang menolak (kardus di gembok kembali)"
megawati puan ketawa kayak,0,Megawati Ama Puan lg ketawa kayaY
joko widodo habis jabat nya pakai baju oranye gratiss,0,Klw jokowi hbs msa jbtn nya  bnyak yg pke bju oren s cra gratiss...
moga adek mahasiswa sehat berkah semangat juang,0,semogah adek2 mahasiswa.. selalu diberikan kesehatan dan keberkahan.. dan tetap semangat berjuang.
damai aspirasi aspirasi terima dapatusul tolaksuara bungkamkritik laranghanya pilih diambertindakini tugas nyaring salah salah wakil jabat temu terima aspirasi unjuk jalan lancar damai,1,"mereka itu datang dg damai lalu menyampaikan semua aspirasi mereka kalau aspirasi mereka di terima dg baik gak bakal terjadi seperti ini tapi apa yg mereka dapat.<br>usul di tolak<br>suara di bungkam<br>kritik di larang<br>hanya ada 2 pilihan mereka diam/bertindak.<br>ini sudah sering terjadi harusnya petugas itu bisa menyaring dari masalalu apa kesalahanya apa salahnya, kalau pun ada wakil dari pejabat yg menemui dan menerima aspirasi mereka pasti demo berjalan lancar dan damai."
ya allah lindung tiang tiang jalan layang lecet gubernur marah,0,"Ya Allah,, lingungilah tiang2 flyover supaya gak lecet. Nanti pak gubernur marah."
indonesia sejahtera ya allah,0,Kpn Indonesia sejahtera e ya Allah.. 😭
mahasiswa hars bantai arogan polisi,0,Mahasiswa hars di bantai klu arogan .pak polisiiii
kayak dengar nya rakyat,0,Kaya ngak pernah d dengar mau nya rakyat ....
heran zaman nya demo saudara,0,Udah gk heran...jaman nya demo..brooo
polisi takut ajar,0,Polisi takut sama pelajar😅😅
demo rusak rusak uang masyarakat ujung uang pakai baik demo ya unjuk aja,0,"Demo ko ngrusak,,,yg d rusak itu lho uang masyarakat,,,ujungya uang kalian kn d pake perbaikan,,,demo itu ya demo aj,,"
demo unjuk ciduk provokator nya biar aman nkri nih semangat polisi moga negara nih aman pecah belah orang tanggung jwab,0,"Demo lagi demo lagi...ciduk aj provokator nya pk,biar aman NKRI nh...smgat buat pk polisi smoga negara nh aman dr pmecah belah orang yg tk brtanggung jwab.."
unjuk ya,0,Kalo gk demo emang gk bisa ya.... Le.
anggota dpr wakanda kocak,0,Anggota DPR wakanda kocak
tangkap aja tembak lumpuh biar kapok kerja unjuk unjuk melulu,0,Bner tngkpin j bla perlu tembak tempatlumpuhin biar kapok...kerja k demo demo mulu
perang lawan bangsa malu,0,Perang melawan bangsanya sendiri...malu lah
maaf kapolda omong tindak demo marak dalang anak cucu indonesia damai adem ayam kerto raharjo omong tindak rusuh demo demo jadi sandiwara muak unjuk demo cuman nikmat hidup rukun damping muak patriotisme proklamasi sabang merauke muak,0,Maaf bpk kapokda jng ngomong aja mau di tindak tegas...demo2 macam begini baru2 aja marak dan ada dalangnya...kami anak cucu indonesia ingin damai adem ayem kerto raharjo...jng omong aja tindak tegas perusuh dan pendemo...demo kok di jadikan sandiwara...kita udah muak dng demo demo...kami cuman pingin nikmatin hidup rukun berdampingan sama yg lain...kami muak .dng semua itu....di mana patriotisme proklamasi..dri sabang sampek meruoke...kami muak...!!!!!!
gue nonton rusuh youtube nikmat cangkir kopi hangat bungkus roti roma batang rokok surya sedap nikmat kau dusta,0,Gue cuma nnton rusuh d yutube.. smbil menikmati secangkir kopi hangat sebungkus roti roma dan sebatang rokok surya...kemebul seeeedeeeepppp looooorrr... nikmat mana lagi yg kau dustakan...
kayak myanmar nya,0,Kyak Myanmar ini nanti nya
bravo polri,0,bravo polri
unjuk periode unjuk,0,"Kalo gak di demo gini ,, bisa2 jadi 3priode ,, lanjut demo😀😀"
periode umur beli minyak goreng antre,0,3 prosde 😢😢😢😢 saya umur 70 taun baru taun ini mau beli migor sampai ngantri 😢😢😢
moga peristiwa ambil hikmah pimpin negeri mawas sok arogan rakyat,1,Smg pristiwa ini bs d ambil hikmahx utk pimpinan negri ini lbh mawas dri jgn sok arogan dg rakyatx...
eh tembak,0,Eh ada penembak dari atas
oh rakyat si luhut dukung mas jokowi periode mana pelosok nusantara banget unjuk dukung mas jokowi periode ya wkwkwkwkwk,0,"Owh,,, ini rakyat yang dimaksud si luhut mendukung mas ojok 3 periode,? Dimana2 di pelosok nusantara banyak banget demo yang mendukung mas ojok 3 periode ya,,, wkwkwkwkwk🤣"
massa masyarakat indonesia,0,"NANTI PASTI BUKAN HANYA MASSA, SEMUA MASYARAKAT INDONESIA !!!!! HURAAAAAA!!!!"
aparat hati hati arogan unjuk mahasiswa rakyat belah mahasiswa rakyat marah aparat arogan unjuk mahasiswa rakyat satu antan aparat kalah rakyat,0,Buat para aparat hati2 pak jgn arogan SM demo mahasiswa karena ad rakyat yg slalu belah mahasiswa . Rakyat akan marah besar klu ad aparat yg arogan dlm demo mahasiswa ingat pak klu rakyat udh bersatu ke kuantan aparat kalah besar dgn rakyat
turun tangan turun hadap bawa anggota anggota kawal kuat demo daerah daerah dunia bumi indonesia daerah daerah unjuk joko widodo sabang merauke serah serah joko widodo allah pasrah allah allah maha maha adil maha luhur maha agung maha bijak sna maha galany allah maha allah maha adil allah maaf kam bijaksana,0,"Lebih baik bapk yg turun tangan dn turun d hadapn mereka mereka dgn membawa angota anggota dan kawalan bapk yg tegas dan kuat dan datangi semua pendemo dan datangi semuadaerah daerah yg ada di dunia maupun d bumi indonesia ini dan datangi semua daerah daerah yg melakukan demo tersebut pak dan datangin pak joko widodo  dan datangin saja pak dari sabang sampai merauke pak datangin aja pak serahkn saja semua ini dan serah kn saja diri bpk joko widodo pada ALLAH dan berpasrah saja pada ALLAH SWT pak pasti ALLAH maha tahu, maha adil dan maha luhur dan maha agung dan maha bijak sna dan maha mengetahui segala galany dan ALLAH itu maha besar pak dan ALLAH itu maha adil pak,dan ALLAH itu pemaaf dan pengampun dan bijaksana pak"
dalang kuasa khianat negara,0,Dalangnya kalian para penguasa pengkhianat negara
unjuk anarkis tangkap proses sesuai uu,0,Yg demo &amp; anarkis..di tangkap.diproses sesuai UU.
polisi tni mahasiswa manusia,0,Polisi  n tni  n masa  n  mahasiswa  semua  juga  manusia.
tembak mati mei tembak,0,Knp  tdk  di tembak  mati  . Dulu pd thn  12 may 98 . Ada yg  di tembak.
dasar malu suruh turun paksa dasar monyet,0,Dasar sangat memalukan suruh turun malah naik ngotot mau naik tiga 🌳🌳🌳dasar monyet🐒
mantap makassar aksi,0,"mantap Makassar, harus aksi"
kuping tuli joko widodo tolak periode,0,Opo kuping nge tuli ne Jokowi menolak tiga priode
ayo joko widodo jiwa kesatria korban tambah solusi,1,"Ayo pak Jokowi tunjukkan jiwa kesatriamu,dripada korban smkin bertambah,berikn solusimu"
minyak dikit demo dasar orang indonesia bilang kaya suka hina negara miskin harga minyak dikit unjuk miskin unjuk kasih turun harga barang malu,0,"🤦🏾‍♂️😂 masa minyak naek dikit demo,dasar orang Indo bilang kaya² 😂 suka menghina negara kami miskin,masa harga minyak naek dikit aja demo 🤦🏾‍♂️😂😂😂😂<br>Kami miskin tapi tdak pernah demo untuk ksh trun hrga barang.memalukan 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤭🤭🤭🤭🤭"
ya allah suci noda aksi mahasiswa tunda unjuk lebaran,1,"Ya Allah,,,, bulan suci sudah ternoda dgn aksi mahasiswa ini... apa g bisa di tunda unjuk rasanya setelah lebaran aja..."
fadil profesional objektif,1,Bapak Fadil bekerjalah secara profesional yg objektif
kasihan joko widodo ulah menteri,1,Kasihan pa jowi ulah para mentri
ramadan noda tingkah,1,RAMADHAN DI NODAI DENGAN TINGKAH KALIAN ...
aturtk cegat cegat rusuh,0,Nah ini kan bs d atur<br>Tk perlu d cegat ...krn bnyt trjdi pncegatn akhirnya rusuh...
ya allah suci ramadan negara kacau brutal penuh ambisi emosional ya allah lindung negara sedih banget lihat negara kacau ramadan,1,"Ya allah di bulan suci ramadhan ini knpa negara kita jadi kacau dan brutal bgni ,,penuh ambisi dan emosional, ya allah lindungilah negara kami,,sedih bnget lihat negara ini kacau di bulan ramadhan"
kelompok provokasi,0,"Nahhh..sekelompok itu,ada yg provokasi"
tangkap gembong aksi unjuk yapsti tahu dana unjuk partai belah panas susah pundi korupsi sempit cekik sengaja ulah harap joko widodo lengser cepat koruptor nikmat alir dana segar hasil korupsi ya,1,"Di tangkap sja gembong aksi demo ya..<br>Psti bklan ketahuan, siap pendana demo tersebut.. krna sya yakin,. Itu GK jauh&quot; dari partai sebelah yg sudah kepanasan n merasa susuah, krna pundi&quot; korupsi mereka semakin menyempit n mencekik mereka. Jd mereka sengaja mau buat ulah, berharap Jokowi bisa lengser secepatYa,.. n para koruptor bisa menikmatin aliran dana segar dari hasil korupsiYa."
mahasiswa juang rakyat besok wakil rakyat tolong sakit rakyat,1,Mahasiswa Pejuang rakyat besok klo sudah jd wakil rakyat tolong jangan sakiti rakyat🙏🙏
ricuh si ya,0,Kenapa harus ada ricuh si ya 🤷
injak mahasiswa rusuh generasi bagus sengaja anarkis sikat bersih salam damai anarkis basmi akar umbi nya,0,Injak saja mahasiswa yang rusuh ini bukan generasi yg bagus sengaja ingin membuat anarkis sikat dia sampai bersih.salam kedamaian anarkis harus di basmi sampai akar umbi nya
mahasiswa kayak pikun aja olah lupa cetus panjang presiden periode muhaimin iskandar pkb sulfikli hasan,0,mahasiswa jg kaya udah pikun aja..seakan lupa kalau yg cetuskan perpanjangan prsden dan 3 periode itu muhaimin iskandar PKB dan sulfikli hasan  PAN n
mahasiswa cundang selamat sekolah tinju,0,"sekarang mahasiswa kok menjadi pecundang , selamat .<br>sekolah tinju aja kalian"
hebat pkb wawancara panjang periode akan cuci tangan,0,hebat PKB dan PAN sekarang tdk diwawacarai perpanjangan dan 3 periode lagi seakan cuci tangan
bagus pimpin periode,0,Emang bagus gitu kepemimpinan dia sampai pengen 3 periode?
moga mahasiswa kabul tuju,1,smoga apa yg di inginkan mahasiswa kita terkabulkan..setuju
warga cerdas joko widodo tuju periode sadar joko widodo periode unjuk rusuh ayo mudah bodoh,0,"kapan warga +62 cerdas sedikit,  pk Jokowi sj tidak se7 3 priode <br>pada sadar donk,  siapa yg ingin pk Jokowi 3 priode,  siapa jg yg pingin ada demo dan kerusuhan,  ayo donk jng mudah dibodohi"
mati negara,0,Mati di negeri sendiri .
adil unjuk,1,"Selama ada ketidak adilan, maka unjuk rasa akan tetap ada 💪"
demo suka rusuh zaman sekolah smp hobi tawur,0,DEMO SUKANYA RUSUH. DARI JAMAN SEKOLAH SMP HOBINYA TAWURAN
mantap kapolda sikat habis rusuh negara,0,Mantap Pak Kapolda  sikat habis perusuh Negara ini
kasih masuk sel,0,Kasimasuk sel sajs
maaf bingung polisi tangkap ajar demo ajar warga negara indonesiapserta demo bebas penting warga negara indonesia aspirasi bijak perintah tentang butuh warga negara indonesia penting tertib ikut demo polisi pro rakyat nya prinsip polisi rakyat indonesia inti polisi bela rakyat satu polisi tni serta rakyat adil kesejahtraan rakyat indonesia,0,"Mf sya bingung npa kpolisian mnangkp plajr ktika ikut demo,,, buknkh plajr jg sbg warga negara indonesia,pserta dmo itu bebas yg trpnting warga negara indonesia yg mmpunyai aspirasi krn kbijakn pmrnth yg brtntangn dgn kbuthn warga negara indonesia,yg trpnting jg bsa trtib saat mngikuti dmo,,, kpolisian bsakh pro rakyat,sengga nya punya prinsip bhwa polisi itu bgian dri rakyat indonesia,jd intinya kpolisian hrs mmbela rakyat.satukn polisi tni bserta rakyat untk keadilan &amp; kesejahtraan bgi slurh rakyt indonesi"
naik harga usut rencana periode usut mafia tanah usut demo usut,0,"siapa yg menaikkan harga, akan saya usut, siapa yg merencanakan 3 periode, akan saya usut. mafia tanah akan saya usut, bukan pendemo yg saya usut."
tembak unjuk bawa busur makar,0,Di tembak di tempat .. demo kok bawa busur... Memang mau makar itu
bravo polisi,1,Bravooo pak polisi
usut kerja usut bikin harga si usut tuju panjang periode usut mafia tanah usut unjuk usut akibat,0,"Gak usah di usut Pak, kurang kerjaan, itu aja yg harus di usut, yg bikin harga naik si usut, yg setuju perpanjang/3 periode di usut, mafia tanah di usut, dll.. klo yg demo jangan di usut pak, itu sudah biasa. ada sebab dan akibat."
amerika oknum oknum gila jabat provokasi maha siswa bikin gaduh sadar sadar sih aja percaya isu isu bikin pecah malu malu leluhur menang saksi surga allah,0,Amerika dan oknum oknum gila jabatan yang udah memprofokasi maha siswa dan  untuk bikin gaduhhh  ko kita gak sadar sadar sihh masih ajah percaya Ama isu isu yang bikin kita pecah malu malu leluhur menangis menyaksikan dari sorganya allah
hajar pimpin,0,Hajar terus pemimpin skrg emang kurang jelas
tradisi faedah unjuk kolong komentar,1,tradisi baru yg gak berfaedah demo = 411 dan 212 . bila ada yg kurang bisa di tambah di kolong komentar...
polisi usut tuntas dalang,1,Betul pak polisi.. Usut tuntas dalang ini smua
alhamdulilah mahasiswa unjuk,1,Alhamdulilah masih ada mahasiswa yg mau demo
fasilitas bikin pakai duit hancur indonesia maju otak maju,0,Fasilitas bikin pakai duit malah mau d hancurkan begitu saja.. Mintak indonesia maju ..tapi otak kalian gak maju ..
dasar kerja anarkis tembak mati polisi,0,"DASAR kerjanya anarkis terus,tembak mati aja pak polisi"
mahadewa suka ricuh,0,Mahadewa suka ricuh
aneh mahasiswa,0,"Aneh,, 😂😂😂mahasiswa mulai tak ada yg bnr"
tawur,0,Pengen ikut tawuran😄😄😄😄😄😄😄😄😀😀😀
coba sikap inidari anak anak lahir anak,0,Cobah di sikapi dengan tegas gak  mungkin seperti ini.<br>Dari anak anak masalah pasti ada ibu yang melahirkan anak tersebut.
tradisi negara heran,0,"Dah tradisi negara kita bis q, gak heran."
moga harga minyak goreng turun normal dah mudah jangkau rakyat tenteram,1,Semoga harga minyak goreng turun normal dah mudah terjangkau maka rakyat akan tentram....
saran unjuk reda satu joko widodo undur rampung masalah,1,saran klau demo reda satu2nya pak jikowi legowo untuk mengundurkan diri dari pada gak rampung permasalahannya
fadil dalang unjuk rakyat muak pimpin zalim takut,1,"Hei Fadil nggak ada dalang dr unjuk rasa, ini semua rakyat SDH muak dgn pemimpin jolim, takutnya terjadi SPT thn 98."
demo pura pura ambil tindak rapat kemarin tegur upaya sentimeter ketawa,1,"Klo udh didemo baru pura2 ngmbil tindakan dan rapat,kmren2 dtegur brbagai upaya cm ktawa ketiwi sana sini.apaan"
indah negeri,0,Indahnya negriku
gara gara luhut joko widodo,0,Gara2 Luhut ini semua tp Jokowi ngge wae...
tanda masyarakat dah suka pimpin joko widodo,0,Itu tandanya masyarakat dah GK suka di pimpin Jokowi....
sengaja bikin ricuh,0,Emang sengaja dibikin ricuh
suram generasi milenial negara orang mah bikin pesawat angkasa rebut kuasa,0,Masa depan semakin Suram generasi milineal sering seperti inih negara orang mah udah bikin pesawat ke luar angkasa inih masih pada ributan kekuasaan 😷
suci ramadan,0,Pdhl bulan suci ramadan tapi mlh begini...
demo ricuh anarkis polisi juang cegah ricuh moga polisi tugas aman demo anarkis lindung allah amin,0,Pendemo ricuh dan anarkis polisi berjuang untuk mencegah kericuhan semoga kepolisian yg bertugas mengamankan pendemo yg anqrkis tetap dalam lindungan allah amin
usaha bodoh dalang ricuh pangkat cari tubuh saudara jabat ketemu,0,"Masih saja berusaha membodohi, sudah jelas dalang kericuhan ini adalah yg berpangkat. Cari dalam tubuh kalian dan saudara pejabat kalian yg lain. Pasti nemu!"
gagal pimpin negeri mundur hina hina hina nya,0,GAGAL MEMIMPIN NEGERI INI LEBIH BAIK MUNDUR SECARA TERHINA SEHINA HINA NYA.
ya jabat omong ngawur tunda milu cedera konstitusi gaduh sudah main main politik sesuaikonstitusi kepentinganduniawi,0,Ya inilah kalau para pejabat ngomongnya ngawur. <br>Karena penundaan Pemilu itu mencederai konstitusi. <br>Sehingga membuat gadu sana sini. <br>Sudahlah..... Sudahi permainan permainan politik yang tidak sesuai<br>Konstitusi. Hanya demi kepentingan<br>Duniawi.
maju juang rakyat,1,Maju terus..perjuankan rakyat.
rusuh dukung anies islam radikal,0,Yg buat rush pendukung Anies islam radikal
bikin ricuh mahasiswa,0,"Yg bikin ricuh bukan mahasiswa sebenernya,"
hidup mahasiswa hidup ajar hidup mahasiswa hidup ajar suara masyarakat indonesia juang sejahtera masyarakat indonesia wali rakyat pilih rakyat gaji uang rakyat nya keluh kesa rakyat indonesia tolong polisi tindak keras masyarakat mahasiswa ajar rena juang rakyat rakyat indonesia sejahtera rakyat merdeka asal rakyat lambang negara indonesia garuda pancasila makna sila sila undang undangperjungkan hak rakyat sejahtera rakyat,1,"Hidup mahasiswa.,hidup pelajar, hidup mahasiswa, hidup pelajar,, mana suara masyarakat indonesia, kita berjuang demi kesejatraan masyrakat indonesia,, <br>Ingat bapak ibu perwalikan rakyat, kamu di pilih oleh rakyat dan kamu di gaji oleh uang rakyat, seharus nya kamu bisa tau kelu kesa rakyat indanesia, <br>Dan tolong kepada bapak kepolisian jangan bertindak kekerasan kpda masyrakat, mahasiswa, dan pelajar,, kerena mereka memperjuangkan rakyar rakyat indonesia demi mensejatrakat rakyat, karena kemerdekaan berasal dari rakyat, ingta lambang negara indonesia garuda pancasila,, ada makna sila sila dan undang undang<br>Perjungkan lah hak rakya dan sejatrakan lah rakyat"
iya bawa anak panah,0,HAHAHA MASA IA BAWA ANAK PANAH SEGALA MACEM ANJAY
bego bodoh joko widodo menang rakyat joko widodo presiden repot,0,Begok begok misal kn pk jokowi menang lgi brkti rakyat Masi ingin kn pak Jokowi jdi persiden gitu ko repot
presiden,0,"<a href=""http://www.youtube.com/results?search_query=%23dimanapresiden"">#dimanapresiden</a>"
mahasiswa sabang merauke,1,Kami bersama mahasiswa dari sabang sampai maroke
mahasiswa bodoh rusak negara,0,Mahasiswa bodo kamurusak negaramu sendiri..
ricuh tangkap hukum berat berat tuju bikin onar,0,Yg buat ricuh tangkap dan hukum seberat beratnya karena bertujuan bikin onar saja
aparat tolong sabar sikap anak anak mahasiswa resah,1,Bapak aparat tolong semakin sabar dalam menyikapi anak-anak mahasiswa yg dimana2 pada resah dengan masa depan...
ricuh tangkap hukum berat berat tuju bikin onar,1,Yg buat ricuh tangkap dan hukum seberat beratnya karena bertujuan bikin onar saja
mahasiswa isis bom biar,0,mahasis ISIS Bom saja.... Pk.Biar rata 😁😁😁
kenyang periode awas entar muntah,0,Belum KENYANG 2 periode....awas ntar MUNTAH
usul polisi coba pakai senjata cat bola enak mati sakit lumayan ingat kena peluru tanda cat,0,Usul pak Pol..... coba pake  senjata Paint Ball....  enak tuh... ga mematikan tp buat sakit dan lumayan buat pengingat yg kena pelurunya pasti ada tanda catnya.....  XD  XD  XD
sekolah coreng masyarakat demo mengatasnamakan rakyat bela rakyat nyata,0,"Sokolah tinggi2 malah mencoreng masyarakat,demo mengatasnamakan rakyat ,membela rakyat,kenyataanya,"
pimpin unjuk tanggung ganti rugi infrastruktur rusak,0,Pemimpin demo harus tanggung jawab dan ganti rugi infrastruktur yg rusak..
terima kasih mahasiswa,0,Terimakasih mahasiswa 👍👍
demo ricuh bom ledak nyala picu nya jabat publik picu nya erti derita rakyat indonesia,0,"Demo ricuh itu ibarat seperti Bom meledak , Pasti ada yang menyalakan pemicu nya , Pejabat publik lah pemicu nya yang tidak mengerti penderitaan Rakyat Indonesia"
beda ya mahasiswa prema,0,Apa bedanya ya Mahasiswa dan Preman??
lurah dukung periode,0,Mana para lurah yg dukung 3 periode??
masyarakat suruh adem aparatur negara peka masyarakat khianat,0,Emang masarakat d suruh adem2 aja gitu.macam aparatur negaranya peka sm masarakt.pengkhianat
dalang nya luhut joko widodo indonesia,0,Dalang nya LUHUt sma jokowi pak...  Indonesia jadi begini
hadap langsung maha siswa pimpin nya biar rusuh sulit,0,"Hadapkan langsung dengan maha siswa dong pemimpin nya,     Biar tidak ada krusuhan,     Sulit amat???"
makassar geng motor unjuk tawur,0,Makasar banyak geng motor g demo pun banyak tawuran
daerah nya ricuh aneh adem ayam unjuk nya gue mahasiswa,0,"Biasa daerah yg paling bnyk kadrun nya pasti ricuh,tempat aneh adem ayem demo nya 😂 gua jga mahasiswa"
sifat bar bar dukung akibat nya,0,sifat bar bar yg kita selalu mendukung.. ini akibat nya...
demo mahasiswa,0,Demo.apa.huruhara.kok.mahasiswa.gitu.
nya anak makassar busur nya sih,0,Kata nya ank makassar tapi kok busur nya gk dikeluarin sih😑
biar benar sungguh,0,Lanjutkan biar kita tau kebenaran yg sesungguhnya
tuju unjuk mahasiswa,1,Sy setuju demo mahasiswa..
