text,sentiment,original_text
baca undang undang cipta kerja ledak duluannanti salah bilang khilaf tahucapek deh,1,Baca belum UU cipta kerja kok sudah meledak duluan....<br>Nanti kalau salah pasti bilang khilaf atau tidak tahu...<br>Capek deh....kadrun lagi yang ada di dalamnya
rakyat brutal aparat polisi brutal rakyat,0,Pantas kalau rakyat brutal aparat polisi juga brutal ke rakyat
bbc kecut sayap kiri,0,Bbc pengecut sayap kiri yang sebenarnya
polisi jahat,1,"polisinya kok jahat amat ,"
serah percaya,1,Terserah mau mengatakan apa.saya sudah tidak percaya lgi.
kangen demo kabur urus bebek,0,"yang kangen didemo malah kabur,,,urusi bebek,,ha"
demo damai orang demo anarkis rusak polisi manusia keluarga rumah bela polisi sih demo tuh lewat batas bayang kota jakarta benah bikin bagus kasi halte bersih biar tinggal negara eh bakar marah rusak,1,"Kalau demonya damai juga tidak mungkin dipukul, orang yang demo anarkis dan merusak,polisi juga manusia punya keluarga dirumah, bukan saya bela polisi sih tapi memang demonya tuh sudah kelewat batas, kamu bayangin kota Jakarta sudah berbenah dibikin bagus dikasi halte yang bersih biar tidak ketinggalan sama negara lain eh malah dibakar, kalau marah jangan merusak dong"
megesahkan undang undang tuh malam baca tuh isi undang undang nya quotbukan rakyat petinggi main belakangquot,0,"Makanya kalau megesahkan UU tuh jangan tengah malam , terus. bacakan dulu tuh isi UU nya &quot;BUKAN RAKYAT YANG MEMULAI , TAPI KALIAN PARA PETINGGI YANG SEENAKNYA MAIN BELAKANG&quot;"
asfinawati gandos bicara cari makan ya mikir nyinyir asfinawati erti isi uu cipta kerja bicara buih,0,Asfinawati yang lebih jooos gandos bicaranya...cari makan kok. Ya harus minir nyinyir. Asfinawati Belum tentu mengerti isi uu cipta kerja yang penting bicara sampai berbuih-buih
polisi rusak fasilitas hajar kasih ampun,1,Benar pak polisi..kalau sudah merusak fasilitas umum..benar pak hajar saja..jangan kasih ampun
polri manusia lempar batu suruh diam,0,Polisi juga manusia  kalau dilempar batu suruh diam saja
presiden sudahl batal undang undang jabat perintah tindak bicara pancing emosi demo pilih rakyat tunduk rakyat sekian juta,0,"Pak presiden masalah benar tidak benarnya sudahlah batalkan UU ini dan pejabat dan pemerintah mengatakan masalah Anda akan tindak tegas, jangan berbicara seperti itu memancing emosi pendemo saja, ingat kalian dipilih oleh Rakyat, berarti anda harus tunduk sama RAKYAT yang sekian juta ini"
pret ah omong kosong media zaman,0,Pret ah. Omong kosong sama media jaman sekarang
kutip kalimat puas uu aju yudisial tinjau mkmohon maaf mahkamah konstitusi pilih ya paham luas tambah,0,"Mengutip Kalimat yang terakhir ""Kalau ada ketidakpuasan terhadap uu ini, boleh mengajukan judicial review di MK""<br>Mohon maaf pak, cuma MK itu dipilih oleh siapa ya pak? sekedar ingin tahu saja supaya pemahaman saya luas dan bertambah"
salur elit global wkwkwkwk,0,salurannya Elit Global Wkwkwkwk
lembut polisi ancam bunuh bakar katapel demonstran,0,"Lembut banget polisinya, padahal mereka terancam dibunuh, dibakar, diketapel sama demonstran"
presiden kabur,0,Pak presidennya kabur wkwkk
isi jokowi pikir sengsara rakyat mari pikir dewasa pikir dingin salam waras,0,Nah bener kamu tahu isinya pak jokowi tidak mungkin punya pikiran menyengsarakan rakyat .mari kita berpikir dewasa dan masalah ini pikiran dingin .Salam waras
percaya janji loh tepat rakyat percaya rezim penghianat bangsa,0,SIAPA YANG PERCAYA. JANJIMU ITU LOH DITEPATI  BARU RAKYAT PERCAYA.  REZIM PENGHIANAT BANGSANYA SENDIRI.
anarkis ya dengar demo,0,Kalau tidak  mau anarkis YA dengarkan dong apa maunya para pedemo
malu masuk berita negeri,1,Malu Masuk berita luar negeri!
tolak ruu cipta kerja,0,Tolak RUU cipta kerja ✊✊✊✊✊
rusuh perintah salah demo,1,Yang bikin rusuh. Dari pemerintahnya sendiri.jangan salahkan pendemo
demo aju banding,0,"daripada demo, kenapa tidak ke mk ajukan banding saja?"
undang masyarakat cipta ruu tindak kriminalkarena takut rakyat salah,1,Kalau tidak mengundang masyarakat dengan menciptakan RUU maka tidak ada tindakan kriminal.Karena sudah ketakutan maka RAKYAT lah yang disalahkan.
final jokowi final beda beda demo masyarakat nyala perintah dpr,1,Mana finalnya pak jokowi itu kan belum final mungkin saja berbeda kalau bener berbeda yang demo itu bener apa masyarakat bisa menyalakan pemerintah dpr?
siksa rakyat atas indonesia atas indonesia malu berita sebar negeri dpr janji rakyat penuh petinggi rakyat indonesia hancur tolong rakyat indonesia wakil rakyat hormat juang juang lawan jajah jajah atas rakyat hormat salam indonesia,0,"Sudahlah,cukup untuk menyiksa rakyat para atas-atasan di Indonesia.kalian atas-atasan Indonesia tidak malu apa berita ini sudah tersebar di luar negeri.jika DPR  pernah berjanji pada rakyatnya tentu harus dipenuhi.para petinggi-petinggi rakyat memang mau kalau Indonesia ini hancur??? Pasti tentu tidakkan?     Tolonglah rakyat-rakyat indonesia terutama wakil rakyat hormatilah pejuang-pejuang yang sudah Perjuangakan untuk melawan penjajah penjajah ini kalian atasan rakyat tidak ada yang menghormatinya.salam indonesia👋👍"
perintah sengsara masyarakat produk undang undang coba uji materiil mk gampang provokasi kaum oposisi ormas garis keras,1,"Apakah benar, ada Pemerintah yang ingin menyengsarakan Masyarakatnya lewat Sebuah produk UU ????...coba uji materil melalui MK...jangan gampang terprovokasi oleh kaum oposisi dan ormas garis keras."
selesai perintah tolong dengar hati rakyat,0,Kalau begini caranya tidak bakalan selesai-selesai dan untuk pemerintah tolong dengarkan hati kecil rakyat!
perintah berani debat forum wakil mahasiswa masyarakat jokowi suruh aju mahkamah konstitusi mahkamah konstitusi rakyat dengar aspirasi rakyat,1,"Harusnya pemerintah berani debat dalam satu forum dengan perwakilan mahasiswa dan masyarakat,kalau pak jokowi menyuruh ajukan ke MK apakah yakin MK rakyat dan mendengar aspirasi rakyat ?"
negara indah enak damai hidup indah negara mimpi belaka moga negara lindung maha kuasa moga pimpin negara sadar betapa berat hisab akhirat moga allah baik hidup jabat batas jabat tolong lemah pimpin adil rakyat rakyat bahaggia,1,Kapan negara ini bisa indah enak dan damai ? Ingin hidup indah di negara sendiri itu hanya mimpi belaka.semoga negaraku dilindungi yang maha kuasa dan semoga para pemimpin negara diberi kesadaran betapa berat nanti hisab kalian di akhirat . Tapi semoga Allah memperbaiki kalian.ingat kita hidup bersama jabatan hanya sebatas waktu .gunakan jabatan itu untuk menolong yang lemah jadilah para pemimpin yang adil untuk rakyat dan rakyat akan bahaggia
bbc keren,0,bbc keren
salah fraksi demokrat sikeras bicara,1,Kalau misalnya salah kenapa fraksi demokrat tetap bersikeras untuk berbicara?
demo biar polisi ujung masuk penjara,0,makanya tidak usah demo biar tidak usah dipukuli polisi.ujung-ujungnya masuk penjara
polisi anak ya lihat kena karma,1,itu polisi tidak punya anak yah lihat kamu nanti kena karma
sekolah cerdas pintar provokasi baca simak cerna otak demo istigfar biar brutal anarkis biar setan baca ayat kursi,0,"Kalau sekolah harus cerdas dan pintar jangan mau diprovokasi baca,terus simak dulu dan cerna diotak baru Camkan baik-baik.  Kalo mau demo istigfar dulu biar tidak brutal dan Anarkis.biar tidak kesetanan baca Ayat kursi."
kaya zaman soeharto parah kasihan polisi masyarakat adu domba,0,"Kaya zaman soeharto tapi lebih parah ini, kasian polisi sama masyarakat diadu domba"
bukti kata mahfud tindak provokator demokrat,0,"Buktikan perkataan mu pak Mahfud., Untuk menindak tegas provokatornya yang udah jelas dari demokrat"
tunggang orang jahat hancur negara presiden orang dukung indonesia maju tangan beliau mari lawan orang haus kuasa halal kotor kecut berani kompetisi mari pikir rasional maju zaman kotor bicara rakyat hancur bangun beli uang rakyat tobat,1,"Jangan mau ditunggangi oleh orang-orang jahat yang mau menghancurkan negara kita..Presiden adalah orang baik yang kita harus dukung.. indonesia pasti maju di tangan beliau..mari kita lawan orang-orang yang haus kekuasaan yang menghalalkan cara-cara kotor, pengecut yang tidak berani berkompetisi secara benar, mari berpikir dengan rasional kalau mau maju bukan zamannya lagi dengan cara-cara kotor, bicara demi rakyat tapi menghancurkan yang dibangun dan dibeli dengan uang rakyat.  Bertobatlah."
demo polisi segan demo anarkis polisi sabar kaya rem,1,Demo yang baik pasti polisi segan.. kamu demo anarkis  ..polisi punya kesabaran.. Kaya pereman saja
pusing lihat abad polisi mahasiswa mahasiswi bgini ya allah tunggang provokator rusuh,0,Hehe pusing saya lihatnya abad ini akhirnya polisi sama mahsiswa mahasiswi jadi bgini ya Allah siapa juga menunggangi provokator kerusuhan ini
ya allah mesti demo hilang nyawa bicara hoaks ya allah hidayah hati hati pimpin ya allah biar tebuka mata hati nurani lihat rakyat butuh peluk musuh,0,Ya Allah pak. Kenapa mesti demo ada yang dipukuli. Sampai kehilangan nyawa baru bapak bicara kalau ini hoaks. Ya Allah beri hidayah kepada hati-hati pemimpin-pemimpin kami ya Allah biar tebuka mata dan hati nuraninya lihat rakyat yang butuh pelukan mereka bukan memusuhinya. 😰
stop pakai anarkis jadi rusuh beda,1,"Stop memakai kata anarkis/anarkis pada suatu kejadian,kerusuhan. Karena itu jauh berbeda."
gusdurcuma polisi tidur patung polisi,0,"memang benar apa kata gusdur...<br>cuma polisi tidur, patung polisi dan Pak hoegeng doang yang bener"
perintah musuh rakyat,0,Pemerintah jadi musuh rakyat ini sepertinya
indonesia media kuasa perintah harap berita netral tv,1,Indonesia dari medianya juga sudah dikuasai pemerintah jangan harap ada berita netral di tv
suruh bawa mahkamah konstitusi perintah orang mahkamah konstitusi orang perintah undang undang kpk pilih presiden kandas mk,1,"menyuruh bawa ke MK itu maunya pemerintah orang MK orang pemerintah,  kasus UU KPK dan pilpres kandas di MK."
tangkap adil oknum polisi main,0,Tangkap dan adili.oknum polisi yang main pukul
perintah polisi indonesia arogan,1,Pemerintahan polisi indonesia sangat arogan.naudzu billah.....
rakyat buruh tolong rusak,0,saya juga sama rakyat saya juga sama buruh tapi tolong jangan merusak yang sudah ada
percaya hoaks baca undang undang cipta kerja utuh mahasiswa percaya hoaks,0,"Makanya jangan percaya hoaks, baca dulu UU Cipta Kerja secara utuh.  kalian mahasiswa kok percaya hoaks.."
terkadang media sosial provokatif korban masyarakat liar sikap informasi ujung korba rakyat salah perintah giring dapat masyarakat benci perintah moga aparat tnipolri usut tuntas dalang initunas tunas bangsa awam politik moga cerah sadar negara tanggung moga moral bangsa jaga pecah belah bangsa nusa bangsa nkri jaga utuh,1,Terkadang medsos juga provokatif....sebenarnya korban itu tidak tidak akan ada kalau masyarakat tidak liar dalam menyikapi informasi..tetapi ujung-ujungnya korbanya rakyat kecil...yang disalahkan pemerintah..ini sudah penggiringan opini agar masyarakat membenci pemerintah...dan semoga aparat TNI/POLRI mengusut tuntas siapa yang mendalangi ini...tunas-tunas bangsaku masihlah terlalu awam tentang politik..dan semoga dengan di beri pencerahan mereka bisa sadar kalau masa depan negara inipun adalah tanggung jawabnya...dan semoga moral bangsa tetap terjaga dari pihak-pihak yang berkeinginan memecah belah bangsa...satu nusa satu bangsa...satu NKRI...harus kita jaga keutuhannya.....
polisi hati,0,polisi memang keterlaluan tidak punya hati
jokowi undang undang hukum omnibus,0,memang kamu tahu pak Jokowi tentang UU ownibuslaw?
turun jokowi rakyat muak kena tipu presiden,0,Turunkan jokowi  rakyat sudah muak kena tipu PRESIDEN PKI
moga allah subhanahu wa taala tolong rakyat indonesia hancur pki orang munafik buat zalim rakyat indonesia amin,0,Semoga allah swt memberikan pertolongan kepada rakyat indonesia dan menghancurkan mereka semua pki orang-orang munafik yang berbuat zalim kepada rakyat indonesia amin.
provokator tangkap provokator rusuh,0,Provokatornya tangkap pak ini provokator yang bikin rusuh
paham paham turun jalan,0,Dipahami dulu... Bila paham baru turun jalan
cipta kondisi rusuh rakyat dpr coba dengar suara rakyat,0,"Yang menciptakan kondisi rusuh itu bukan rakyat pak,tapi anda sebagai DPR,coba anda mendengar suara rakyat, mungkin tidak akan jadi seperti ini"
mosi percaya,0,Mosi tidak percaya
bocah ingus demo demo demo demo buruh bocah ingus heran tumpang indonesia kacau dasar malu polisi tentara nasional indonesia semangat,0,Bocah-bocah ingusan demo tidak tahu apa-apa ikut demo apa LaGi 212 itu ada demo selalu ada.harusnya yang demo itu buruh bukan bocah ingusan sama 212. saya heran seperti 212 sudah menumpang di Indonesia bikin kacau LaGi dasar tidak tahu malunya pak polisi pak TNI semangat 😎👍👍
biadap gak uang makan uang suap,0,Biadap kalian yang di atas. <br>Gak ingatkah uang yang kamu makan uang suap
presiden picik licik ralat dalih hoaks picik gengsi citra kabinet putar hoaks undur negara kacau tipu politik,1,"Presiden kita ini memang picik dan licik. Dia sendiri yang membuat, dia sendiri yang meralat dengan dalih ada pihak yang membuat hoaks. Benar-benar picik, hanya untuk gengsi diri dan citra kabinet, diputar balikkan kata-katanya dengan cara mereka mengatakan bahwa ada hoaks. Lebih baik anda mengundurkan diri pak. Daripada negara ini makin kacau dengan tipu-tipuan politik anda!"
kakek ilmu kebal sayangn turun gue demo kebal asik terobos anjing,0,"Kakek gue punya ilmu kebal apapun tapi sayangnya dia gak turunkan ke gue,padahal pengen ikut demo kebalkan asik trobos sajalah amjim"
janji demo buruh mahasiswa masyarakat wow tuh gedung dpr balas,1,"bikin janjian untuk demo bersama. Buruh, Mahasiswa + masyarakat. pasti wow tuh gedung DPR
<br>
<br>
<br>BALAS"
moga disintegrasi daerah negera cepat sehat,0,Semoga tidak terjadi disintegrasi daerah-daerah Negara ini cepat sehat
jokowi tanggap tanggkap rakyat bayar dewan wakil rakyat,1,"bapak jokowi cuma menanggapi itu saja, pak tanggkap dong rakyat bapak yang dipukuli oleh bayarannya dpr"
demo pakai kacamata renang ya biar gas air mata masuk mata,1,Nanti kalo mau demo lagi pakai kacamata renang ya...biar gas air mata tidak masuk mata
demokrasi bunuh rakyat bantai sistem negara,0,Demokrasi dibunuh Rakyat dibantai.!  Sistem apa negara ini sekarang???
dalang suruh tanggung demo anarkis tangkap penjara salah polisi salah,1,dalangnya suruh tanggung jawab..yang demo anarkis tangkap dan penjarakan..jangan salahkan polisi..salahkan dirimu sendiri.
negeri oligarki,0,Negrinya oligarki 😂
bbc berita cnn berani brutal polisi cinta bbc cnn,1,Hanya BBC NEWS dan CNN yang berani mengungkapkan brutalitas seorang polisi aku cinta BBC and CNN
tangkap tahan penjara dalang,1,tangkap dan tahan.penjarakan sama dalangnya
maju mahasiswa juang juang henti tanah air indonesia,0,Maju terus mahasiswa dan teruskan perjuanganmu  jangan sampai perjuanganmu berhenti buat tanah airmu indonesia
kabar polisi sikap anarkis satpam universitas unisba tindak hahah lindung sembunyi klarifikasi gaya gaya anak zaman malu seragam tuh,1,Apa kabar sama polisi yang bersikap anarkis ke satpam universitas Unisba? Ditindak tegas gak hahah dilindungi sembunyi atau gak klarifikasi gaya-gaya anak zaman sekarang malu sama seragam tuh
polisi sikap anarkis mahasiswa satpam tindak lindung aparat lindung rakyat jabat pilih rakyat imbang atur,0,Pak kalau polisi yang bersikap anarkis mukul mahasiswa atau satpam itu ditindak tegas tidak ? Jangan cuman melindungi aparat lindungi juga rakyat kamu menjabat dipilih sama rakyat seimbang dong kalau bikin aturan 
berita,1,ini baru berita
demonstran tang polisi aniaya disiksasebenarnya rakyat hak melawankarena polisi preman upah,0,"kalau demonstran sudah ditangan polisi tapi masih dianiaya dan disiksa,sebenarnya rakyat berhak melawan....,karena mereka sudah bukan polisi tapi lebih pantas sebagai preman upahan....."
jokowi baca uu sih,0,Itu pak jokowi sudah baca UUnya belum sih........
tegas masyarakat tenaga kerja asing china kuasa,0,Tegaslah pada masyarakat tetapi kenapa tidak tegas kepada TKA China wahai penguasa....
media provokator,1,media provokator
indonesia butuh undang undang karet percaya undang undang undang undang karet,1,Indonesia tidak lagi butuh undang-undang karet lagi apa kalian masih percaya undang-undang semua undang-undang karet
polri main hajar wajar masyararakat main ramai ramai mahasiswa buruh koar koar cume omdong nikmat hasil pilih pileg pilpres,1,"Pak Polisi main hajar,  wajar masyararakat main ramai-ramai.  Mahasiswa,  buruh berkoar koar, Jangan cume omdong. Lebih baik nikmati hasil yg dipilih di pileg,  pilpres."
perintah tindak hukum koruptor pakbila tembak mati koruptor berani bisa bicara doanggiliran aksi demo bicara hukum rusuh demo tindak,0,pemerintah bertindak tegas dan menghukum para koruptor juga dong pak....<br>bila perlu tembak mati para koruptor !!<br>berani tidak pak.....???!!! jangan bisanya hanya bicara doang.....<br>giliran aksi demo bisa bicara masalah hukum bagi perusuh demo bertindak tegas
lucu perintah sikap demonstranrakyat anarkis tindak jabat korupsioh indonesia,0,Hal paling lucu dari pemerintahan.... Dari dulu itu selalu bersikap tegas kepada demonstran(rakyat) yang anarkis tetapi tidak tegas terhadap tindak pejabat yang korupsi.<br><br>Oh.... Indonesia
kasar hadap rakyat berani rakyat kunci rakyat perhati dengar rakyat sadar wajib pajak,1,"Semakin anda kasar menghadapi rakyat, semakin berani rakyat pada anda, kuncianya rakyat hanya ingin diperhatikan dan di dengarkan, karena rakyat sadar akan kewajiban pajak.,"
mah kayak yah kayak kayak dpr sangkut langsung jemput demonstran ya kayak berita,0,"Ini mah kayanya yah, cuma kayanya. Kayanya, kalau DPR atau pihak yang bersangkutan  langsung jemput demonstran, yah gak akan sampai kayak yang diberitakan."
demo orde ulang aparat aman adu domba culik mahasiswa susup pecah belah bangsa bangsa indonesia satu provokasi,0,JANGAN SAMPAI DEMO ORBA 98 TERULANG KEMBALI APARAT KEAMANAN DIADU DOMBA TERNYATA YANG MENCULIK MAHASISWANYA PENYUSUP YANG INGIN MEMECAH BELAH BANGSA INI KITA BANGSA INDONESIA HARUS BERSATU JANGAN SAMPAI TERPROVOKASI 🙏
demo kekeh batu petinggi,1,"sudah banyak didemo masih saja kekeh,batu memg petinggi kita"
kemarin demo pulang pulang bawa almamater,1,Yang kemarin demo malah pulang pulang bawa almet <br><br><br><br><br>Kalian gak sendirian
tipu percaya,0,ee penipu saya tidak prcaya
rusuh kasih hati,1,Perusuh jangan dikasih hati
berita berani beda,0,Tetaplah memberikan berita yang berani beda...
polisi enteng pukul demonstran jadi polisi ayom rakyat jahat arti laku preman urak,0,"Kenapa polisi begitu entengnya memukuli demonstran...padahal ibu dan bapaknya menjadikannya polisi hanya untuk mengayomi rakyat,,,sama-sama jadi penjahat artinya kalau berlaku lebih preman dan urakan...naudzubillah..."
demo anarkis,1,demo boleh anarkis jangan
anarkis ya polisi,0,Yang bikin anarkis ya polisinya
mahasiswa kena jabat kena bukti tuhan lindung mahasiswa bela negara makmur orang unjuk ya perintah bejat,0,Ketika mahasiswa tidak ada yg kena covid sedangkan pejabat banyak yang kena covid... itu bukti tuhan melindungi para mahasiswa yang sedang membela negaranya sendiri agar makmur. Kenapa ada orang unjuk rasa? Karena ya pemerintahnya sudh bejad
hancur sejahtera rakyat indonesia,0,Hancurkan demi kesejahteraan rakyat Indonesia
rakyat brutal wajar puas perintah oknum polisi brutal malu gaji rakyat pikir,0,"Kalau.rakyat brutal wajar,,,,,,,,,, karena tidak puas sama pemerintah,,,,,,,tapi kalau oknum polisi brutal,,,,,,,itu sangat memalukan ,,,, digaji dengan yang rakyat,,,,tapi tidak punya pikiran,,,,,,,,"
anarkis sungguh,0,Jelasin dong ANARKIS yang sesungguhnya
woi emak mantu polisi lihat laku calon mantu,0,Woi emak-emak yang mau punya mantu polisi . Lihat begitu kelakuan calon&quot; mantu mu 😂
bos polri anarkis bos,0,Bos!!!!! Polisi mu yang anarkis bos!!!!!!
anarkis rusuh provokator lawan brutal aparat langgar hukum usut sesuai hukum laku,0,Anarkis perusuh (provokator) lawan brutal aparat sama-sama melanggar hukum harus diusut sesuai hukum yang berlaku.
tunggang demo hati nurani,0,Kami tidak ditunggangi kami demo dari hati nurani
gara gara undang celaka biang kerok gaduh anak bangsa,0,"gara-gara undang cilaka, menjadi biang kerok dan kegaduhan anak bangsa"
laku hukum fisika hukum negara,1,yang berlaku sekarang adalah hukum fisika ..bukan hukum negara......
sedih,0,Sedih😭
oknum polisi ajak lawan coba jamin berani,1,"oknum polisinya ajak lawan satu coba, kujamin tidak berani mereka"
rakyat simpatipada buruh mahasiswayang anarkis tangkap demoanarkis rakyat dukung aparat,0,"Rakyat kecil TIDAK SIMPATI<br>PADA BURUH, MAHASISWA<br>YANG ANARKIS. <br>TANGKAP SAJA YANG DEMO<br>ANARKIS, RAKYAT KECIL <br>MENDUKUNG APARAT."
orang kampanye dusta janji harap kecuali bohong bohong bohong orang takut allah takut akhirat persis si lampir junjung,1,"Orang yang waktu kampanyenya saja sudah banyak dusta, banyak janji doang. Apa yang bisa diharapkan, kecuali akan terus berbohong, berbohong, dan berbohong. <br>....... ORANG INI SUDAH TIDAK TAKUT SAMA ALLAH, TIDAK TAKUT AKHIRAT, PERSIS SI MAK LAMPIR JUNJUNGANNYA ITU."
saksi betapa rakyat tumbal gerombol khianat rakyat moga turun azab keluarga,1,Saksikan betapa rakyat yang dijadikan tumbal kamu grombolan penghianat rakyat semoga segera turun azab buat kamu dan keluargamu..
perintah hukum undang undang adil rakyat makan uang pungli hancur rakyat juang,0,Pemerintah harus tegas dengan hukum undang-undang keadilan seluruh rakyat.. jangan hanya makan uang .. pungli.. dan menghancurkan rakyat yang berjuang
polisi manusia,1,Polis juga manusia
enak dewan wakil rakyat kesah undang undang cipta kerja bakar,0,"Enaknya dpr mengesahkan UU cipta kerja di bakar di depan umum,"
malas ya lihat muka pakde,1,Kow gue malas yaa lihat muka pakde.🤮🤮
polisi kadang otak koruptor kelas kakap makan rakyat main manis mulut polisi inigiliran rakyat main setan,1,POLISI INI KADANG TIDAK ADA OTAKNYA... sama koruptor kelas kakap yang makan yang rakyat BUKAN MAIN MANISNYA MULUT POLISI INI.<br>giliran sama.rakyat kecil....Wah BUKAN MAIN SETANNYA.
jokowi kawan dpr sidang acara siar langsung tv uu tv,0,Jokowi dan kawan-kawan dan dpr.. kalau ada sidang harus acara siaran langsung di tv.. dan semua uu diumumkan d tv
sih salah usah pt graha makmur proteksi gaji layak jam kerja jam,1,Memang benar sih saya bekerja di salah satu perusahan PT graha makmur proteksi (ORKIN) digaji tidak selayaknya dan jam kerjapun lebih dari 9 jam
pakai gas air mata malu,0,Jangan pakai gas air mata dong pak....malu..
pokok mah perintah rakyat mah,1,"Pokoknya mah... Pemerintah saja yang paling benar, kita rakyatmah apalah-apalah"
orang miskin undang undang cipta kerja bagus jelek undang undang cari makan,0,Saya orang miskin tapi tidak ada masalah sama undang-undang cipta kerja.mau sebagus atau sejelek apapun undang-undang itu kamu tetap cari makan sendiri ..
tumpuk perintah ruu melulu pancing resah selesai rakyat takut bahas suka ancam stop rancang guna ya mundur,0,"Lagian masalah demi masalah semakin banyak menumpuk, untuk apa juga pemerintah buat ruu melulu yang memancing resah,selesaikan dulu masalah yang ada,terutama masalah  covid 19.rakyatmu ketakutan,kamu malah bahas yang tidak,terus sukanya mengancam.sudahlah stop itu rancangan yang tidak berguna,..kalau tidak ya mundur."
negara pantau bahan pecah belah indonesiakerja bagus,0,NEGARA LUAR LAGI MEMANTAU UNTUK BAHAN MEMECAH BELAH INDONESIA.<br><br>KERJA BAGUS
pidato jokowidodo palsu tipu presiden,1,Pidato jokowidodo adalah palsu. Penipu sejak pertama jadi presiden
manusiawi fitnah,1,MANUSIAWI jangan merasa paling benar itu fitnah
hoaks golong,1,Yang bikin hoaks golongan mereka juga..
turun jokowi,0,Turunkan jokowi.
mahasiswa bodoh sih bukti omnibus hukum sengsara rakyat uu jalan asumsi tindas rakyat,0,Mahasiswa bodoh banget sih? Apa buktinya omnibus law menyengsarakan rakyat? <br>UUnya saja belum dijalankan.. Kok sudah berasumsi menindas rakyat??
demo nama usak rusuh salah kaprah allah maha,1,"Itu bukan demo namanya...perusak dan perusuh, salah kaprah, Allah Maha Tahu"
anarkis gerak kasih gas air mata,0,yang anarkis juga tidak akan gerak kalau tidak dikasih gas air mata.
paham demo,0,Tidak paham kok demo
baca isi undang undang omnibus lawpercuma mahasiswamembuat malu mahasiswasebagai almamater mahasiswa malubudayakan baca potong,1,"Baca dulu seluruh isi UU Omnibus Law..!!<br>Percuma anda sebagai mahasiswa..!!<br>Membuat malu mahasiswa..!!<br>Sebagai almamater mahasiswa saya sangat malu..!!<br>Budayakan membaca,jangan sepotong-sepotong..!!"
orang desa urus perintah orang papua terima hak demo mahasiswa abal abal,1,Sebenarnya mereka itu tidak tahu....kita orang desa sudah tidak diurus pemerintah saja biasa saja...orang papua 75 tahun tidak menerima hak yang sama saja tidak pernah demo 😄 mahasiswa abal-abal
alhamdulillah demo hilang,0,alhamdulillah karena adanya demo besar-besaran corona hilang dengan sendirinya😀😀
polisi tindak masyarakat salah tendang tindak,1,Kenapa polisinya tidak ditindak hanya masyarakat yang disalahkan sedang yang mukul yang nendang tidak ditindak
lihat kota usaha pikir positif fakta lapang kah makna seragam teman kau seragam hati,0,Lihat di kotaku sini. Kami berusaha berpikir positif. Tapi apa fakta dilapangan?. Seperti itukah caranya? Dimana makna dari yang berseragam?. Teman-temanku kau pukul. Apakah kalian yang berseragam mempunyai hati?
polri lawan ayom demonstran polisi preman,0,"Polisi memang harus dilawan , bukannya mengayomi , malah mukuli demonstran , itu polisi apa preman, anjing"
polri percaya,1,Polisi tidak bisa dipercaya.
kadang erti hoaks bilang hoaks draf anggota dpr kesah kasih draf kabar hoaks hormat draf saltik sih kebut tayang kesah malam langsung lempar tangan bilang hoaks orang cerdas undang undang dasar sih saltik oh iya lupa kejar tayang,0,"Kadang tidak mengerti katanya hoaks,  bagaimana bisa dibilang hoaks drafnya saja tidak ada,  anggota DPRnya saja mengesahkan tanpa dikasih draf yang jelas. Jadi bagaimana kabar hoaks itu bapak yang terhormat ?.  Kalau drafnya saja katanya banyak typo kok bisa sih kebut tayang begitu. Pengesahanya malam-malem pula,  langsung lempar tangan dibilang hoaks...  ? Kaliankan orang-orang cerdas UUD itu penting kok bisa sih Typo.   Oh iya lupa,  kejar tayang wkwkwkwk😌"
ya siar baca media televisi isi sulit timbul miskomunikasi perintah rakyat senjang salah kena hoaks asli papar diam diam ya wajar timbul curiga salah bilang mahasiswa bodoh terima demo bicara pintar,0,"ya siarkan bacakan di MEDIA di TV isinya begitu saja SUSAH kalau tidak mau, kan timbul diskomunikasi antara pemerintah rakyat dan dapat membuat kesenjangan. dan jangan salahkan mereka yang kena hoaks karena aslinya saja tidak dipaparkan dengan jelas jadi. kalo diam-diam ya wajar timbul curiga tidak salah. kemudian banyak yang bilang mahasiswa bodoh saya tidak terima! meski saya tidak demo saya ingin bertanya kepada yang bicara begitu sudah sepintar apa anda?"
mahkamah konstitusi mahkamah konstitusi tunggang orang dukung perintah jadi milu,0,Melalui MK sedangkan MK ditunggangi oleh orang-orang yang pro pemerintah ingat kejadian pemilu
salah aparat kawan diri perintah korban keluarga wajar demonstran anarkis berindak anarkis anarkis ya provokator,0,"Jangan salahkan aparat kawan, mereka berdiri disana atas perintah, dan tidak sedikiti dari mereka yang jadi korban, mereka juga seperti kalian, punya keluarga, hal yang wajar jika demonstran anarkis mereka juga berindak anarkis, kalo tidak mau anarkis ya jangan memprovokator"
janji manis,0,Cuma janji  manis
rakyat rayat tolak mesti paksa,0,"Jika memang untuk rakyat,jika rayat menolak, kenapa mesti dipaksakan "
hm bbc quotbenci bilang cinta,0,😒Hm BBC..? &quot;BENCI.. BILANG.. CINTA..&quot;
mahfud masuk terin rezim tolak eh lenceng usia mati hawa jabat amanah rakyat mahfud,0,wahai bapak mahfud md.dulu sebelum masuk penerintah rezim.selalu menolak sekarang eh malah melenceng ingat usia bapak.ke mana lagi kalau gak bakal mati.jangan ikuti hawa jabatan ingat amanah rakyat.ingat bapak mahfud.
