text,sentiment,original_text
bubar dewan wakil rakyat ganti sistem indonesia pimpin milik kuas mutlak dewan dewan wakil rakyat republik indonesia presiden provinsi gubernur kabupaten bupati kota walikota pimpin keluar putus absolut jalan dewan wakil rakyat putus hapus putus masyarakat jalan dewan batal pertanyaanya presiden gubernur bupati walikota pimpin wakil dewan usul aktif dekrit presiden abdurrahman wahid timbang ubah sistem,0,"bubarkan Dewan Perwakilan Rakyat dan ganti dengan sistem baru di indonesia, pemimpin tidak memiliki kekuasan mutlak karena terlalu banyak dewan, seperti Dewan Perwakilan Rakyat republik indonesia untuk presiden, daripada provinsi untuk gubernur, daripada kabupaten untuk bupati, dan daripada kota untuk walikota pemimpin tidak dapat mengeluarkan keputusan absolut karena jika tidak sejalan dengan Dewan Perwakilan Rakyat, keputusan tersebut dapat dihapuskan meskipun keputusan itu baik untuk masyarakat, jika tidak sejalan dengan dewan, bisa dibatalkan pertanyaanya, apakah presiden, gubernur, bupati, dan walikota adalah pemimpin atau hanya sebagai perwakilan dewan? usul saya, aktifkan dekrit presiden ke-4 abdurrahman wahid dan pertimbangkan perubahan sistem"
ujung turun joko widodo nyambung aneh,0,ujung turunkan joko widodo tidak nyambung aneh
allah swt milik kuasa penuh manfaat mudharat anggap laku undang undang hidup sengsara rusak aqidah iman allah swt manusia tugas usaha kuat tenaga doa kuat ibadah sholat malam dhuhur izin allah swt derajat tinggi,1,"kita harus yakin bahwa hanya allah swt yang memiliki kuasa penuh dalam memberikan manfaat dan mudharat jangan beranggapan bahwa berlakunya undang-undang ini akan membuat hidup kita sengsara atau merusak aqidah kita dalam iman kepada allah swt sebagai manusia, tugas kita adalah berusaha sekuat tenaga dan berdoa perkuat ibadah dengan sholat malam dan dhuhur dengan izin allah swt, derajat kita akan ditinggikan"
kasihan indonesia moga cepat aman ya,1,kasihan melihat indonesia begini semoga cepat kembali aman ya🙂🇲🇾🇮🇩
demo rusak fasilitas kriminal,1,"demo boleh saja , kalau sampai merusak fasilitas umum itu sudah kriminal"
presiden diam,0,dan presiden diam saja 🤘
kesal rusuh demo hei teman demo tawur cipta kacau didik paham demonstrasi suara isi hati nurani kuasa salah ambil bijak tawur cipta kacau mari paham,0,"saya kesal melihat kerusuhan dalam demo hei, teman, demo bukanlah tawuran dan bukan untuk menciptakan kekacauan pentingnya mendapatkan pendidikan yang baik adalah agar kita nantinya akan memahami bahwa demonstrasi adalah cara untuk menyuarakan isi hati nurani kepada penguasa yang salah dalam pengambilan kebijakan, bukan untuk tawuran atau menciptakan kekacauan mari kita pahami hal ini bersama"
dukung mahasiswa,1,saya mendukung mahasiswa
suka front bela islam,1,kesukaan Front Pembela Islam ini
rezeki aparat rakyat pimpin pekerjan aparat perhati tuhan cipta bumi anugerah mata tuhan cipta tuhan laku moga alami azab sumber tahu,1,"yang memberikan rezeki kepada aparat adalah rakyat, bukan pemimpin mereka pekerjan aparat diperhatikan oleh tuhan yang menciptakan mereka dan bumi ini kita dianugerahi mata oleh tuhan yang menciptakan kita, dan tuhan melihat apa yang kita lakukan semoga kita tidak pernah mengalami azab yang datang dari sumber yang tidak kita ketahui"
ya allah semangat polisi allah swt lindung,1,"ya allah , semangat pak polisi allah swt melindungimu"
tembak tempat demo,0,tembak ditempat saja pak yang demo
tembak anarkis sampah masyarakat,0,tembak saja  yang anarkis sampah masyarakat tidak guna
presiden bikin biang kerok dewan wakil rakyat presiden brengsekmereka hati jiwa bangsa alas apa demo indonesia,0,"yang pasti presiden lah yang bikin biang kerok , Dewan Perwakilan Rakyat dan presiden sama sama brengsek,mereka sudah tidak punya hati dan jiwa kebangsa , mau alasan apapun soalnya ini demo seluruh indonesia"
pandemi selesai upaya atas investasi sektor farmasi obat obat negeri susah masuk indonesia,0,"meskipun pandemi belum selesai, sudah ada upaya untuk mengatasi masalah investasi dalam sektor farmasi namun, obat-obatan dari luar negeri masih susah untuk masuk ke indonesia"
demo salah bentuk boleh negara demokratis jamin konstitusi undang undang harus demo hadap kuat senjata batas fisik kawat dur konstitusi lindung bebas serikat dapat hormat orang orang milik hak suara suara dapat anggap teknologi miskin orang orang miskin manja orang kaya kembang industri kapitalis rusak lingkung langsung negara,1,Demo adalah salah satu bentuk yang diperbolehkan dalam negara demokratis dan dijamin oleh konstitusi serta undang-undang. Haruskah demo selalu dihadapi dengan kekuatan bersenjata dan pembatasan fisik seperti kawat berduri? Konstitusi yang melindungi kebebasan berserikat dan berpendapat di depan umum seharusnya dihormati. Orang-orang memiliki hak untuk bersuara dan menyuarakan pendapat yang mereka anggap benar. Teknologi seharusnya tidak digunakan untuk memiskinkan orang-orang miskin dan memanjakan orang kaya. Semua perlu memastikan bahwa perkembangan industri kapitalis tidak merusak lingkungan dan keberlangsungan negara ini.
kaca mata keren anti gas air mata,1,kaca mata yang digunakan keren anti gas air mata
demo pas pandemi,0,demo juga tidak pantas untuk dilakukan pas pandemi
rakyat indonesia moga hasil,1,seluruh rakyat indonesia semoga berhasil
batu ketapel botol nobat benda tajam,0,"sejak kapan batu, ketapel & botol dinobatkan sebagai benda tajam?😴"
wakil presiden ambil alih perintah negara negara hadap ancam kacau kali saksi wakil presiden ambil langkah langkah selamat republik presiden bahaya negara sat wakil presiden habibie sat wakil presiden megawati ambil alih perintah negara wakil presiden ma amin tni polisi republik indonesia dewan wakil rakyat mpr ambil alih perintah negara,0,"sebaiknya wakil presiden bersiap-siap mengambil alih pemerintahan negara, karena negara sedang menghadapi ancaman kekacauan sebelumnya, dua kali kita telah menyaksikan wakil presiden mengambil langkah-langkah tegas untuk menyelamatkan republik ini ketika presiden membahayakan negara pertama, sat wakil presiden habibie, dan kedua, sat wakil presiden megawati mengambil alih pemerintahan negara saat ini, wakil presiden ma' amin seharusnya bekerja sama dengan tni, Polisi Republik Indonesia, Dewan Perwakilan Rakyat, mpr, dan maka untuk bersiap-siap mengambil alih pemerintahan negara"
corona demo,0,sudah corona demo pula
terus demo lenser bos,0,kalau terus terusan demo apa tidak lenser itu besar bos
botol minum senjata tajam iya pintar bangat omong,0,botol minuman sekarang jadi senjata tajam iya pintar bangat itu yang omong
selagi brigade mobil aman,1,selagi Brigade Mobil ada pasti aman
lihat gambar lihat bacot media,0,lihat saja gambarnya tidak usah lihat bacotan media
dukung undang undang tenaga kerja langsung buka suara rame rame masyarakat kasi tenang masyarakat gimana ya dapat turun lutut cabut,0,mana yang dukung undang undang tenaga kerja itu langsung buka suara itu lagi rame rame di depan masyarakat kasi tenang masyarakat gimana kira kira ya kalau pendapat saya mungkin baru mau turun itu lutut pada kecabut
anarkis gagas anarkis,0,"tidak anarkis saja tidak digagas, apa lagi anarkis"
ada demo tolak undang undang cipta kerja jakarta sisa jumat oktober besok sabtu oktober situasi sahabat,0,"jika ingin mengadakan demo menolak undang undang cipta kerja di jakarta lagi, mungkin waktu yang tersisa hanya hingga jumat, 16 oktober 2020, besok namun, perlu diingat bahwa mulai sabtu, 17 oktober 2020, dan seterusnya, situasi mungkin tidak akan bersahabat"
demo oke ngerusak hobi bayar ngawur,0,demo oke lah ngerusak? jangan jadi hobi dibayar ngawur itu
rusuh siap,0,🤗sepertinya perusuh dari pihak yang memang disiapkan
mati masuk akal bayar mahasiswi golong bahasa bayar hati suara keluh masyarakat larut larut selesai perintah indonesia jadi masa,0,ada yang mati itu masuk akal kalau dikatakan ada yang bayar sudah jelas kalau mahasiswi golongan mampu kurang pak kalau bahasa ada yang bayar jelas dari hati yang paling dalam menyuarakan keluhan masyarakat saya yakin kalau ini berlarut larut tidak diselesaikan dari pemerintah sudah pasti indonesia kembali kejadian dimasa lalu
lempar benda tajam batu botol,0,melempar benda tajam batu botol
alat tajam batu,0,alat tajam kok batu
demo undang undang cipta kerja,1,masih ada demo undang undang cipta kerja
hajar demo kacau,0,hajar demo kacau
mentalitas indonesia demonstration tinggal jaman,0,mentalitas indonesia kembali ke 1950 demonstration adalah jadi ketinggalan jaman
ide dewan wakil rakyat hebat,0,ide Dewan Perwakilan Rakyat kurang hebat
front bela islam fungsi demo undang undang bawa bawa bendera tauhid maluin agama,0,"Front Pembela Islam fungsinya apa? <br> demo tentang undang undang, tapi bawa-bawa bendera tauhid malu2in agama saya saja kalian"
maaf saudara pelosok bantu juang semangat saudara saudara ku doa serta pelosok menang juang saudara,1,maafkan kami saudara kami yang dari pelosok tidak dapat membantu perjuangan kalian semangat saudara-saudara ku doa dari kami selalu menyertai kami dari pelosok menangis melihat perjuangan kalian saudara
negeri pimpin serakah hancur pimpin harga leluhur orang sunda jaya negeri jaya kuasa pimpin orang sunda kesejahteran rakyat hancur beranta bencana gunung letus mana saat orang orang panggil orang sunda tolong maaf sifat orang sunda maaf ya maaf kuasa pimpin orang sunda sejahtera leluhur wangsit,0,"siapapun di negeri ini yang memimpin dan serakah, maka akan hancur <br> pemimpin kalau tidak menghargai leluhur kalian yaitu orang sunda, maka tidak akan jaya <br> <br> negeri ini akan jaya dan menjadi penguasa besar ketika dipimpin oleh orang sunda yang memberikan kesejahteran kepada semua rakyat kapan ini terjadi?<br> <br> ketika semuanya sudah hancur dan berantakan, bencana dan gunung meletus dimana mana <br> disaat itu orang-orang memanggil orang sunda minta tolong dan minta maaf <br> karena sifat orang sunda pemaaf, ya dimaafkan dan kekuasaan dipimpin boleh orang sunda saat itu semua akan sejahtera <br> <br> itu kata leluhur kita wangsit"
demo minggu gera demo tau undang undang,0,demo sampai 1 minggu lebih di banyak tempat ada yang menggerakan <br> apalagi yang demo juga tidak tau undang undang
rusuh babi,0,yang rusuh seperti babi
kalo bilang salah tafsir bikin rancang undang undang,1,kalo ada yang bilang ini salah tafsiran ? kenapa harus dibikin Rancangan Undang-Undang baru ?
batu botol alat tajam,1,"batu dan botol bukan alat tajam , pak"
benda tajam bebatuan ketapel ralat om berita,1,"benda tajam seperti bebatuan, ketapel <br> ralat om buat berita yang benar lah"
provokator ampuh bubar massa polisi serang,0,bisa jadi provokator itu cara ampuh membubarkan massa agar polisi serang
otak lo rusuh,0,otak lo yang rusuh
tinggal demonstrasi sabar kurang kuasa,1,tinggalkan demonstrasi bersabarlah dari kekurangan penguasamu
mahasiswa anarkis rusak luka tampa adab lupa juang susah payah tidur malam doa puasa tirakat juang mahasiswa impi harap beliau kelak anak bangun bangsa guna bang tanah air jerit hati berita rusuh ada anak ya allah tetes air mata penuh khawatir hancur harap isak tangis rakyat demo canda tuju santun etika rakyat cerdas dipropokator adu domba anarkis rusak bangsa untung rusak cam,1,"jika anda sebagai mahasiswa anarkis , merusak, melukai, tampa adab , apakah kalian sudah melupakan perjuangan ibu kalian yang susah payah , kurang tidur malam karena berdoa , puasa , tirakat demi memperjuangkan kalian menjadi mahasiswa ?dan dalam impian dan harapan beliau kelak anaknya bisa membangun bangsa , berguna bang tanah air, dan sekarang seorang ibu dalam jeritan hati melihat berita sana sini , selalu bertanya , di kerusuhan itu adakah anak saya juga ya allah sambil meneteskan air mata dengan penuh kekhawatiran, !hancurlah harapan seorang ibu dengan isak tangis <br> anda rakyat boleh demo , canda memang tidak setuju, tapi yang santun etika baik , jadilah rakyat yang cerdas , jangan mau dipropokator adu domba, jangan anarkis merusak bangsa tidak ada untungnya buat kalian yang merusak, camkan itu"
si rakyat gaji,0,di pukul si rakyat itu yang gaji
narasi reporter buruk batu botol senjata tajam bahasa bodoh,0,"narasi reporter sangat buruk batu, botol tidak termasuk senjata tajam bahasa pembodohan"
rakyat bantu turun tni polisi republik indonesia,1,rakyat harus bantu turun tni-Polisi Republik Indonesia
bilang hoaks buruh serikat demo dewan wakil rakyat presiden percaya lantas percaya,0,meski dibilang hoaks tapi buruh dan serikat masih demo ada di mana ? <br> jika Dewan Perwakilan Rakyat dan presiden sudah tidak percaya lagi lantas harus percaya siapa lagi ?😂
demo rusuh bocah otak kosong demo bayar jam siang bikin rusuh,0,"pendemo rusuh bocah, otak kosong dan pendemo bayaran itu yang jam 2 siang baru datang-datang datang-datang bikin rusuh"
laku tertawa main pala tubuh laku main rumah,1,pelaku tetap tertawa main pala tubuh ! biasanya pelaku tidak boleh main kerumah !
tuju mahasiswa buruh stm tolak undang undang hukum omnibus front bela islam tuju turun presiden lihat tulus demo penting politik demo mahasiswa kritik hasil kerja dewan wakil rakyat kritik hasil kerja orang,0,"tujuan mahasiswa , buruh , stm menolak undang undang hukum omnibus <br> Front Pembela Islam , 212 dan lain lain tujuan menurunkan presiden <br> dari sini bisa kita lihat mana yang tulus berdemo dan yang mempunyai kepentingan politik <br> demo mahasiswa mengkritik hasil kerja Dewan Perwakilan Rakyat ingat mereka mengkritik hasil kerjanya bukan orangnya"
rusuh atur,0,rusuh sudah di diatur😂
orang orang rusuh kasi deh tanggap umat islam aksi damai allahu akbar,0,orang-orang di yang buat rusuh😂 kasian deh tidak ditanggapi sama umat islam😂 aksi 1310 damai allahu akbar
alami situasi lucu rancang undang undang kontrak kerja laku status kontrak karyawan lapor khawatir hilang kerja biaya administrasi bayar bawa adil milik acara lapor lsm hasil usah pengaruh lsm akibat hilang kerja habis uang situasi sungguh sulit,0,"saya mengalami situasi lucu, padahal Rancangan Undang-Undang lama tentang kontrak kerja banyak berlaku di tempat saya bekerja saya telah bekerja selama 6 tahun dengan status kontrak, meskipun seharusnya saya sudah menjadi karyawan tetap namun, jika saya melapor, saya khawatir akan kehilangan pekerjaan, dan ada biaya administrasi yang harus dibayar selain itu, jika saya membawa masalah ini ke pengadilan, saya perlu memiliki pengacara jika saya melapor kepada LSM, hasilnya juga tidak pasti, dan perusahan malah bisa mempengaruhi LSM tersebut akibatnya, saya kehilangan pekerjaan dan menghabiskan banyak uang situasinya sungguh sulit"
maaf bilang rancang rancang undang undang sah dewan wakil rakyat demo salah ngomong,0,maaf jangan bilang rancangan Rancangan Undang-Undang <br> itu sudah di sah kan Dewan Perwakilan Rakyat <br> makanya di demo salah ngomong
hukum polisi anarkis,0,sudah hukuman saja polisi anarkis
salah demo salah undang undang cipta kerja undang undang konflik demo,1,jangan salahkan pendemo tapi salahkan lah undang undang cipta kerja kalau undang undang benar pasti tidak ada konflik dan tidak ada demo
demo demo jalan pikirin barbar,0,demo demo bagaimana jalan pikirin kalian barbar
tangkap tangkap tangkap tangkap dewan wakil rakyat biang rusuh,1,tangkap-tangkap-tangkap-tangkap Dewan Perwakilan Rakyat selaku biang kerusuhan
gubernur buka psb atur kena sanksi gubernur hormat,0,itu pak gubernur bukanya lagi psb buat aturan tidak tegas harusnya kena sanksi dong pak gubernur yang terhormat
tuntutanya lengser presiden hai elo rakyat rendah,0,tuntutanya mau melengserkan presiden hai siapa elo jangan rasa jadi rakyat rendah pada saja  😀
tunggang pki aksi brutal perintah salah perintah republik indonesia rancang undang undang protes rakyat andai tuhan orang indonesia kaya limpah hasil bumi nusantara besok harga harga barang butuh pokok murah sanga pangan papan murah mariah susah pilih pimpin pintar rakyat anak masa sih joko widodo nama alfarasta malu anti prabowo papua berontak monyet presidium alumni prabowo,0,"mungkin ditunggangi pki yang aksi brutal, tapi bagaimanapun tetap perintah yang salah,<br><br> kenapa pemerintah republik indonesia rancang undang-undang yang di protes oleh rakyat <br> <br> andai tidak ada maka tidak ada juga ketuhanan besar atau kecil <br> <br> tapi semua kecil orang indonesia banyak yang kaya kok dan melimpah hasil bumi nusantara kok besok juga harga-harga barang kebutuhan pokoknya murah dan sanga pangan papan akan murah mariah susah apa pilih saja pemimpin yang pintar merakyat <br> <br> pertama anak masanya sih joko widodo itu ada namanya alfarasta dari maluku dia anti prabowo katanya di papua itu yang memberontak adalah monyet Presidium Alumni prabowo"
media bicara hoaks sampah penyampaianya,0,media ini selalu bicara hoaks dan sampah dalam penyampaianya
tau kerja pabrik industri tutup,0,waduh tidak tau nanti saya mau kerja apa pasti banyak pabrik/ industri tutup 😇
merdeka tegak ya allah selamat saudara ku sana,1,wah macam hari merdeka aku tegak macam-macam ada ya allah selamatkan saudara ku disana
semangat tni polisi republik indonesia tugas berat sehat selamat baik allah swt tugas mulia mata tuhan,1,"semangat terus tni Polisi Republik Indonesia , tugas anda sangatlah berat selalu diberikan kesehatan dan keselamatan yang terbaik oleh allah swt , tugasmu sangat mulia mata tuhan,"
moga adil demo kabul demo rugi,1,semoga keadilan untuk pendemo di kabul kan mereka tidak akan demo jika tidak merugikan
buat anarkis rusak fasilitas rugi orang luka tugas tembak tuju negara hancur orang pintar erti agama akhlak demo,0,"berbuat anarkis merusak fasilitas umum merugikan orang lain apalagi melukai petugas tembak saja  , aku setuju daripada negara hancur , orang sekarang banyak yang pintar mengerti agama tapi tidak punya akhlak cara demo,"
susup front bela islam bencong demo numpang buruh,0,penyusup 212 Front Pembela Islam bencong mau demo numpang buruh
susah perintah temu demo dewan wakil rakyat republik indonesia,0,susah kalau pemerintah tidak bertemu masa yang pendemo apalagi Dewan Perwakilan Rakyat republik indonesia
kadal gurun demo tuju turun presiden,0,kalau kadal gurun demonya hanya bertujuan menurunkan presiden 🤣
tuntut fasilitas bangun rusak tuntut bangun sih ikut demo lapang gitu lapar luka hilang nyawa ganti rugi jamin asuransi ikut demo jujur trauma jadi demo sat harto,0,"menuntut fasilitas yang baik <br> sudah bangun tidak lama rusak , terus tuntut untuk di bangunkan lagi <br> kalau aku boleh tanya apa sih yang di dapat ketika ikutan demo dilapangan gitu , kalau lapar , luka , hilang nyawa terus minta ganti ruginya sama siapa , apa dapat jaminan dan asuransi ikutan demo <br> jujur aku trauma dengan kejadian demo pada tahun 198 , sat pak harto 😭"
demo niat ya udang balik batu suka damai mau rusuh dalang balik tau pandemi langgar atur,0,ini demo niatnya apa ya ada udang dibalik batu tidak suka damai maunya rusuh terus siapakah dalang dibalik ini semua sudah tau pandemi masih saja melanggar aturan 🙏🏻🙏🏻
demo demo manfaat tunggang tunggang avonturir politik murni cerdas pengendalianya kalo buruh demo ya buruh kelompok lai serta syarat syarat demo kacau terus kasihan orang serius putar ekonomi ganggu enak dewe protes laku laku demo ganggu tenang,0,"demo-demo sekarang lebih banyak hanya dimanfaatkan oleh penunggang-penunggang avonturir politik, jauh dari murni, harus ada cara-cara cerdas untuk pengendalianya kalo buruh demo, ya buruh saja, begitu juga kelompok lainya, itu juga harus jelas dari mana dan pesertanya siapa , jadi dibuat semacam syarat-syarat untuk demo, kalau tidak begitu, bisa kekacauan terus menerus, kasihan orang yang serius bekerja, dengan demikian perputaran ekonomi juga tidak terganggu, jangan semua enak dewe, saya juga protes terhadap pelaku-pelaku demo ! mengganggu ketenangan kami !"
demo bebek bayar nasi bungkus ken ngerusak suasana,0,para demo bebek bayaran nasi bungkus pengen ngerusak suasana
hati hati provokator rusak damai negara satu republik indonesia polisi hati hati paham riau rusak demo permanen tangkap,0,hati-hati ada provokator di tengah-tengah masa yang merusak perdamaian Negara Kesatuan Republik Indonesia polisi masa harus hati-hati dan paham seperti di riau yang merusak pada saat demo itu permanen sudah pada ditangkap
sasar demo polisi rakyat muak kerja polisi,0,sasaran pendemo jadi polisi mungkin rakyat sudah muak dengan kinerja kepolisian
ayo kuat kuat menang rakyat perintah,1,"ayo kuat kuat, menang rakyat atau pemerintah ,: di"
kalo simak tuntut cabut undang undang omnibus revisi guys,1,kalo menyimak tuntutan: cabut undang undang omnibus bukan revisi guys
mantap tnipolisi republik indonesia tembak mati radikalisme,0,mantap tni/Polisi Republik Indonesia tembak mati dan radikalisme
banyak lu bawa berita acara,0,kebanyakan tidak pantas lu jadi pembawa berita acara 🖕
kakak mahasiswa bantu stm,1,kakak mahasiswa apa perlu bantuan dari stm
tembak pakai peluru tajam aparat kwitang tayang ya,1,"katanya ada penembakan pakai peluru tajam oleh aparat di kwitang? <br> apa, benar itu? <br> kok tidak menayangkan ya?"
ratus ribu demo kumpul masker debu polusi satu infeksi corona gedung kantor sakit bersih nan isolasi sakit rentan infeksi sakit corona negara humor,0,"ratusan ribu pendemo berkumpul 70%tanpa masker , debu, polusi, tidak ada satupun terinfeksi corona tapi di gedung perkantoran sakit dan tempat-tempat yang bersih nan terisolasi dari penyakit malah rentan terinfeksi penyakit corona ! ,😂🤣 negara humor"
mana hati nurani tunggang demo kebelet kenal nyapres,0,dimana hati nurani penunggang demo yang sudah kebelet ingin terkenal sebelum nyapres
pki laknatullah buzzer influencer ambil sempat fitnah demo,0,pki laknatullah buzzer influencer selalu mengambil kesempatan untuk memfitnah pendemo
perintah malu mata orang negeri perintah indonesia kotor anarkis gila bro negara muslim gin ya demo adu domba polisi dewan wakil rakyat pilih rakyat rakyat mesti dewan perintah hadap cepat ambil putus turut masyarakat ricuh oke,0,"pemerintahan yang memalukan di mata orang luar negeri ternyata pemerintahan indonesia kotor dan anarkis gila bro sebagai negara yang 95 % muslim kok gini ya demo malah adu domba dengan kepolisian bukankah Dewan Perwakilan Rakyat dipilih rakyat, bukankah dia bekerja untuk rakyat, malah seperti ini mestinya para dewan pemerintahan hadapi dan cepat ambil keputusan turuti apa mau masyarakat agar tidak ricuh seperti ini oke"
polisi salah,1,polisi itu tidak salah
bawa acara kaya sudut orang demo iya,0,pembawa acaranya kaya menyudutkan orang demo iya
demo damai rusuh,1,demo yang damai <br> jangan pada rusuh
model dewan wakil rakyat dengar,0,bagaimana jadi model begini tetap Dewan Perwakilan Rakyat dengar
undang undang malas kerja jamin demo undang undang cipta kerja gelandang suruh kerja ya amuk bor,0,"harusnya undang undang malas kerja, dijamin tidak akan demo ! ini undang undang cipta kerja gelandangan suruh kerja ya amuk bor 😂"
polisi bela,1,"polisi harus di tengah , 2 tapi harus bisa bela diri juga"
aparat aman hebat kalo laku adil rusuh tangkap tangkap tangkap tangkap atur ricuh tangkap tangkap tangkap tangkap pukul rakyat no anggota dewan tangkap tangkap pukul no,0,"aparat aman lebih hebat kalo berlaku adil, perusuhnya di tangkap-tangkap-tangkap-tangkap dan yang buat aturan ricuh di tangkap-tangkap-tangkap-tangkap juga dipukul juga jangan rakyatnya saja  no anggota dewan tangkap-tangkap sama pukuli juga no"
balikterus hubunganya demo hukum omnibus kepala kesini,0,yakin amat mau balik?terus apa hubunganya demo hukum omnibus sama kepala balik kesini?
berita mutu kek buzzernya kontol,0,berita tidak mutu kek buzzernya kontol
hebat berita hoaks benda benda tajam batu botol minum,0,"1 : 03 hebat! berita paling hoaks <br> ada benda-benda tajam seperti batu , botol minuman dan lain lain"
kelompok diskredit aksi aksi demo damai presidium alumni kawan kawan gelar aksi tanggal prediksi muncul kelompok kelompok jadi jadi bersit pertanyan pertanyan sih kelompok pro rancang undang undang omnibus rendahmungkin kelompok jelman kelompok aksi tanding isu pro kontrakecurigaan alas tisik era kali aksi tanding aksi aksi demonstrasi akan aksi tanding bak lenyap tel bumi,0,"nah kelompok inilah yang mendiskreditkan aksi aksi demo yang damai sebelum-sebelumnya sebelum Presidium Alumni 212 dan kawan kawan menggelar aksi tanggal 13/10/20 sudah saya prediksi akan muncul kelompok-kelompok seperti ini mengingat kejadian-kejadian sebelumnya sama terjadi seperti ini jadi terbersit pertanyan pertanyan yakni mungkin tidak sih mereka ini kelompok yang pro terhadap Rancangan Undang-Undang omnibus rendah,?mungkin tidak kelompok ini sebetulnya jelman kelompok aksi tandingan ! biasanya dalam sebuah isu ada yang pro dan kontra,kecurigaan ini bukan tanpa alasan, kalau kita telisik di era sebelumnya sering kali ada masa masa aksi tandingan dalam setiap ada aksi-aksi demonstrasi , sekarang seakan akan masa aksi tandingan bak lenyap ditelan bumi"
doa allah maha kuasa tni polisi republik indonesia kuat sehat tugas bubar acau negara,1,kami berdoa kepada allah yang maha kuasa agar tni Polisi Republik Indonesia diberikan kekuatan dan kesehatan dalam bertugas membubarkan para pengacau negara
masyarakat enek lihat demo jilid jilid tambah gatot susilo bambang yudhoyono contoh bikin rusuh citra pasang spanduk daerah tebak tujuanya,0,masyarakat sudah enek lihat mereka berdemo berjilid jilid ditambah lagi gatot dan sama Susilo Bambang Yudhoyono yang harus memberi contoh malah tambah bikin rusuh <br> pencitraan pasang spanduk di tiap daerah <br> sudah ketebak tujuanya
provokator demo otak provokator,0,selalu ada provokator di tengah tengah pendemo dan tidak ada otak provokator tersebut
pakai gas air mata water meriam semprot pakai mobil tinja efektif bahaya,0,"tidak perlu pakai gas air mata atau water meriam, semprot saja  pakai mobil tinja lebih efektif dan tidak berbahaya"
sepenuh dukung demo tolak rancang undang undang cipta kerja sayang individu tanggung provokator terkadang libat tindak keras lempar batu bakar aset aset negara halte ajak rekan rekan maju negara pelopor santun tertib suara dapat hindar arogan kunci jaga citra negara indonesia tanah air milik tanggung jaga milik beda dapat harap aparat polisi tindak sesuai hukum individu individu tindak anarkis rusak citra demokrasi indonesia mari jaga damai indonesia,1,"Saya sepenuhnya mendukung demo penolakan Rancangan Undang-Undang Cipta Kerja, namun sayangnya, beberapa individu yang tidak bertanggung jawab dan provokator terkadang terlibat dalam tindakan kekerasan, seperti melempar batu dan membakar aset-aset negara, seperti halte dan sebagainya. Saya mengajak rekan-rekan yang ingin melihat kemajuan negara untuk menjadi pelopor yang santun dan tertib dalam menyuarakan pendapat. Menghindari cara-cara arogan adalah kunci untuk menjaga citra negara ini. Indonesia adalah tanah air kita, dan kita semua memiliki tanggung jawab untuk menjaganya, bahkan jika kita memiliki perbedaan pendapat. Saya harap aparat kepolisian bertindak tegas dan sesuai hukum terhadap individu-individu yang melakukan tindakan anarkis dan merusak citra demokrasi Indonesia. Mari bersama-sama menjaga perdamaian di Indonesia."
berita sesat front bela islam damai demo,0,buat beritanya sesat Front Pembela Islam damai demonya
youtube plus foto foto anggota dewan cipta undang undang celaka sebut partai biar boikot,0,disebutkan di youtube plus foto-foto anggota dewan yang menciptakan undang undang celaka serta sebutkan dari partai mana biar tahun depan di boikot
demo rusuh tangkap tangkap tangkap tangkap pengaruh kuli kuli buruh kuli sawit plasma,0,"demo yang buat rusuh tangkap-tangkap-tangkap-tangkap saja  <br> semua tidak pengaruh buat kuli-kuli apa lagi buruh kuli sawit plasma,"
moga capres militer beliau,1,2024 semoga ada capres dari militer siapapun beliau nanti
front bela islam demo cipta kerja ken lengser joko widodo lu demo kudeta,0,Front Pembela Islam demo cipta kerja tapi minta pengen lengser joko widodo? lu demo apa mau kudeta
ricuh patut tindak,1,yang membuat ricuh sepatutnya ditindak tegas<br>💪
tunggu berita niat rusuh rusa adu domba fitnah bohong nama rakyat nama kaum buruh nama agama kena azab kuasa tuhan,0,"menunggu berita karena berniat membuat kerusuhan , perusakan , adu domba , fitnah , dan pembohongan atas nama rakyat , atas nama kaum buruh , atas nama agama , terkena azab kuasa tuhan"
provokator cegah sadar halus pukul kalo pukul dendam jahat saran,1,"provokator itu cegah disadarkan dengan halus jangan dipukul , kalo dipukul malah makin dendam dia akan membuat dia lebih jahat :) itu saran saya"
moga si tukang kibul ama mak lampir kroni kroni kena azab dunia akhirat,0,semoga si tukang kibul ama mak lampir dan kroni-kroninya kena azab dunia dan akhirat
demo efektif partisipan subuh panas terik sedia jam sore perintah demo televisi cenderung respons serius demo sejati seringkali muncul dampak luka mati tangkap tuju risiko kadangkala ambil demo teriak pulang semangat komitmen demo ajang kumpul minum kopi rumah,1,"dalam sebuah demo yang efektif, partisipan harus siap datang sejak subuh, bahkan di bawah panas terik, dan bersedia berakhir di sekitar jam 4 sore pemerintah yang melihat demo tersebut dari televisi akan lebih cenderung merespons serius demo sejati seringkali memunculkan dampak besar, termasuk luka, kematian, dan penangkapan namun, demi tujuan yang benar, risiko ini kadangkala perlu diambil demo seharusnya bukan hanya tiba, berteriak, dan pulang semangat dan komitmen yang lebih dalam diperlukan jika demo hanya menjadi ajang berkumpul, mungkin lebih baik minum kopi di rumah"
