text,sentiment,original_text
demo wajib ya bikin rusuh didik ber preman,1,demo boleh n wajib tp ya jng bikin rusuh. kn perpendidikan bkn ber premanisasi
teriak teriak juntrung caci maki lempar batu bongkar kawat mahasiswa kumpul cundang,0,"Selalu begitu. Teriak- teriak gak ada juntrungannya. Caci-maki, lempar batu, bongkar kawat. Memang mahasiswa itu apakah kumpulan para pecundang semua.?"
kasih jelas bbm,1,Setidaknya kasih penjelasan kenapa BBm harus dinaikkan
sopir angkot ngawur ajak orang cari rezeki mogok kali,0,Sopir angkot ngablu gak ngajak org nyari rezeki mogok jg kalee
paham ekonomi moga kenan siar edukasi negara beli minyak ribu jual rakyat tujuh logika masyarakat senang subsidi paruh harga negara tekor tombok subsidi beli bbm paruh harga masyrakat tombok presiden proyek tol tuju makmur masyrakat bbm pilih pahit ambil imbang duit negara jelas presiden beli minyak harga ribu jual ribu indonesia tombok subsidi moga perintah rakyat dengar timbang perintah perintah dengar suara rakyat,1,"Utk yg paham ekonomi moga berkenan siar edukasi. Bhw negara beli minyak misal 14rb. Dan dijual kerakyat 7 .650. logikaya masyrakat senang dgn subsidi jadi seoaro harga . Tp buat negara jadi thekor bhkn hrs nombok at subsidi disaat hrs beli bbm lg setelahnjuat separo harga ke masyrakat. Problemnya yg nombokki siapa. Presiden dgn sgl proyek tol misalnya.  Tujuannya utk kemakmuran masyrakat. Bgtu juga bbm ini mgkin pilihan pahit yg harus diambil demi imbangnya duit negara. Spertinya dgn pnjlsan presiden yg mnyatakan hrs beli minyak dgn harga 14rb dan hrs dijual 7rb.jika sdh se indonesia perlu jawabsn siapa yg hrs nomboki, at subsidi. Smg prmerintah dan rakyat mndengar pertimbngn pmrintah dan pmrintah mnddngar suara rakyat"
ya allah lindung selamat adik mahasiswa bela juang penting rakyat amin amin amin ya,1,Ya Alloh lindungilah mereka... Berikanlah keselamatan pada adik2 kami mahasiswa yg sedang membela dan memperjuangkan kepentingan rakyat... Amin amin amin ya robbal alamin...
sopir korelasi tarif kerja demikianmahasiswa uang saku kahbtw moga demo turun gaji tunjang mang raja moga demo quot salah wajib harakiri,1,"Nah, klo sopir ada korelasinya!! Bener tuh naikkin tarif. Seharusnya pekerja lain jg demikian.<br>Mahasiswa??? Mau naikkin uang saku kah.<br>Btw, smoga ada demo penurunan gaji dan tunjangan para pemangku kerajaan!! Smoga ada demo &quot; Siapapun yg melakukan kesalahan wajib harakiri&quot;."
pulang bos dengar buang energi fasik timbul,0,Pulang bos percuma gak bakal di denger...buang energi karena kefasikan sudah timbul
pakai demo,1,Lebay cuma naik dikit aja pakai demo 😌
rakyat erti gak harga serba murah negara bangkrut utang bangkrut sulit rakyat sulit perintah serba salah kasihan rakyat gak uang negara tip bikin pusing,1,Rakyat harus mengerti sedikit la gk selama nya harga gitu gitu aja pasti ada kenaikan nya kalo apa apa mau serba murah bisa bisa negara kita jadi bangkrut karna banyak hutang kalo bangkrut siapa yg susah pasti rakyat juga susah juga jadi pemerintah serba salah kalo di naikan kasihan rakyat kalo gk di naikan keuangan negara menipis jadi bikin pusing
bbm wajar tahap signifikan rp rp beban masyarakat,1,"BBM naik wajar saja karena memang  sudah seharusnya, tapi naik&#39;nya bertahap jangan signitifkan. Mungkin dari Rp. 7.650 menjadi Rp. 8500 agar tidak membebani masyarakat kecil."
ganti perintah ganti rakyat maju kawan,1,"gonta ganti pemerintah gak masalah, mereka gak bakal bisa ganti rakyatnya! maju terus kawan!"
polisi mundur kau juang tuntut sejahtera keluarga saudara rumah,0,"Polisi mundur saja kau, kami berjuang untuk menuntut kesejahteraan keluarga dan saudara2 kau dirumah."
bbm percaya harga ikut,0,<b>SETELAH BBM NAIK PERCAYALAH SEMUA HARGA MENGIKUTI NAIK SEMUA DAN ITU ARTINYA</b> 😑😑😑
kalimantan langka bbm,1,Di Kalimantan justru kelangkaan bbm
demo mafia perintah,0,Percuma mendemo Mafia pemerintahan
moga harga bbm turun lagikenaikan bbm berat daerah spbu paksa beli ecer harga liter,1,"Semoga harga bbm bisa diturunkan lagi.<br>Kenaikan bbm ini terasa sangat memberatkan,apa lg didaerah saya jauh dari SPBU jadi terpaksa membeli eceran dengan harga 13.000/L."
maju mahasiswa harap,1,Maju mahasiswa klian adalah harapan kami
mahasiswa demo tugas kuliah kelar sok sok demo tanggung bangga orang tua selesai demo malu woiiitangkap gerak demo mahasiswa suruh demo,0,"Mahasiswa kok demo? Tugas kuliah blm kelar sok²an demo, tanggung jawab kalian banggakan orang tua saja blm selesai ,kok malah demo 😂 😂 malu woiii,<br>Tangkap tuh penggerak demo mahasiswa yg nyuruh demo"
demo bakar ban bekas ya mas sangar niat demo bakar gedung presiden presiden,0,"Demo kok cuma bakar ban bekass yo wagu mass,, kurang sangar ,, niat demo sekalian bakar gedung presiden kalo perlu presidennya sekalian 😂😂😂"
dukung moga sehat mahasiswa,1,Saya dukung 10000000% dan semoga sehat selalu untuk para mahasiswa
demo salah orang demo otak korsleting,1,"Lanjutkan demonya,, jika ada yg menyalahkan org demo, mungkin otaknya udah konslet.."
ribu perak asa banget berat ribu kejam kejam,0,naik 2000 perak aja udah berasa bgt berat nya lah ini 10ribu wkwk kejam.. kejamm
semangat merdeka,1,Semangatttt merdekaaaa
sehat mahasiswalosht rewelrakyat,1,Sehat2 mahasiswa...<br>Losht gak rewel...<br>Rakyat kecil bersamamu.
imbas bbm naiktarif ojek daring tanggal,0,"Imbas bbm naik,tarif ojol juga naik per tgl 7/8 nanti"
demo moga sehat amp lindung allah swt aamiinbwt pimpin zalim moga cepat temu malaikat izrail amin,1,"Bwt smw pendemo, smoga kalian sehat sllu &amp; dlm lindungan ALLAH SWT. Aamiin<br>Bwt para pmimpin yg dzolim, smoga cpt di temuin malaikat izrail. Aamiin"
semangat juang moga lindung allah mahasuci mahatinggi allah amin perintah main rakyat biar rusuh penting politik,1,"Semangat juang,,, semoga kalian semua dalam lindungan Allah SWT,amin.. pemerintah hanya bisa memainkan rakyatnya biar rusuh,,demi kepentingan politik,"
koyo banding bandinge,0,KOYO NGENE KOK DI BANDING-BANDINGE...<br>🤣🤣🤣🤣🤣🤣🤣
ya allah cepat rezim azab azab,0,"Yang saya mau ya Allah cepatkanlah rezim ini kau azab, agar mereka tau rasanya diazab"
bilang tenang tenangpercumaaaaa besok petinggi ulah lihat orang orang demo gedung raya ulang kacau bilang tenang bilang mudah provokasi hirau aja,0,jng mao di bilang tenang tenang....<br>percumaaaaa.. besok2 mereka para petinggi2 berulah lagiiii.. liat aja org2 pada demo di depan gedung nya ehh mereka malah ngerayain ulang tahun.. kan kacau.. di bilang tenang di bilang jng mudah terprovokasi hirauin ajaaaa..
bijak antisipasi nya rakyat sengsara,0,"Begilah kebijakan yg tidak ada antisipasi nya, jadi rakyat jga yg sengsara,"
mahasiswa gagal rakyat bangga mahasiswa,0,Kenapa sekarang mahasiswa gagal terus ? Kenapa rsekarang rakyat tak bangga kepada mahasiswa?
hidup mahasiswa,1,Hidup mahasiswa
semangat,1,Semangat
iya harga minyak bumi global mahal suruh jual rugi,1,Iya gmn lagi harga minyak bumi global mahal. Di suruh jual rugi
mantap,1,Mantap
pintar demo kasih masuk solusi orang miris demo pecah,0,"Pinter demo tapi tidak bisa kasih masukan atau solusi, saya sebagai orang biasa justru miris melihat demo seperti ini. Bukan memecahkan masalah justru yg ada menambah masalah."
ricuh mending lengser presiden rakyat gak percaya pimpin gagal,0,daripada ricuh mendingan lengserin AJA tou presiden rakyat aja udah ga percaya ama dia kepemimpinan yg gagal
mantap hidup rakyat indonesia lawan lawan,1,Mantap hidup ryt Indonesia LWN jgan tidak lawan 👏👏👏
cari makan bawa angkottp henti gtorg usaha ajak demo biar gak makan,0,"Lg cari makan bawa angkot..<br>Tp di hentikan kek gt..<br>Org berusaha,tp kalian ajak demo biar sama2 ga makan"
moga anak stm turun tuntut jokowi turun bbm,1,Semoga anak STM turun kembali menuntut Jokowi turunkan bbm
bilang demo solusi paksa orang aksimereka cari nafkah halal makan kasih makan,0,"Disini saya mau bilang kamu demo itu bukan solusi apalagi kalau kamu maksa orang lain ikut aksi.<br><br>Mereka nyari nafkah halal, kalau mereka gamakan apa kamu mau ngasih makan mereka?"
jokowi presiden sengaja bikin rakyat sengsara demo,0,Cuma jokowi Presiden yg Sengaja bikin Rakyat sengsara  karena Ingin di demo&quot;
maju kawan kawan lawan polisi,1,Terus maju kawan2 lawan polisi
aduh harga sungguh ribu maju perintah maju halang,0,"Haduh ,padahal harga sesungguhnya 17rebu. Kapan majunya klo pemerintah pengen maju tapi dihalangi"
indonesia milik elite rakyat injak mana pancasila uud merdeka,0,Indonesia hanya milik elite rakyat di injak2.dmna pancasila???????????uud 1945?????klo sprti ini utk apa merdeka????
tertawa petinggi adu mahasiswa polisi,0,"Yang tertawa petinggi, yag beradu mahasiswa dan polisi"
kampung,0,Kampungan 😂🤣😂🤣
perintah pro kompeni lahir pribumi,1,PEMERINTAH SUDHA PRO KOMPENI BERLAHIRIYAH PRIBUMI... ASYYYUUU 😎
presiden rekor langsung ribu rupiah presiden usaha biar kasih sejahtera rakyat,0,Presiden satu ini rekor lagi. . Naikin langsung 2000 rupiah jik. Presiden lain berusaha caranya biar bisa ngasih kesejahteraan buat rakyatnya. . Kalo yg ini memang luar biasa deh to*** nya
turun alas subsidi rakyatblt bagi senang efek bikin rakyat sengsara semenjak jabat kali turun moga cepat lengser dpr ganti orang orang rakyat,1,Dr dulu yg udah2 emg begitu.. kl udah di naikin gak bakalan turun.. alasanya subsidi di bagi2 ke rakyat.(BLT)  yg kebagian merasa seneng padahal. efek nya malah bikin rakyat sengsara ... Semenjak dia.menjabat udah berapa kali.naik tp gak pernah di turunin.. semoga cepet lengser.. dan semua DPR nya jg di ganti orang2 benerw merakyat
serah kawan,1,jgn menyerah kawan...lanjutkan !
kemarin beli pertalite ribu ojek daring ongkos pesan ribu hari liter ribu tangis sumpah sesak bgt,0,Kemaren2 beli pertalite 12rb buat ngojol bisa dapat ongkosan order 60rb.. itupun hampir seharian.. sekarang per liternya aja 10rb.. pingin nangis sumpah nyesek bgt..
sebentar kayak jaman mendiang gusdur,1,Sebentar lgi pasti kaya jamannya mendiang gusdur
lambat harga bbm umum presiden joko widodo kemarin,0,Sudah terlambat harga BBM sudah naik di umumkan oleh pak presiden joko widodo kemarin
adik adik rusuh aspirasi gak dengar,1,Lanjutkan adek2.krna kalo tanpa kerusuhan aspirasi kalian ga bakal di dengarkan.
jerit rakyat bbm orang orang mobil mewah sadar pakai pertalite perhati sopir angkot taksi daring ojek daring rakyat pakai bahan premium,0,"Menjeeit rakyat kecil bbm naik,harusnya orang2 kayak yg mobilnya mewah tuh sadar diri jng pakai pertalite.  Yg harus diperhatikan supir angkot,taxi online,ojol, rakyat kecil pakai bahan premium"
moga indonesia bangkrut susul sri lanka aamin,0,Semoga indonesia bangkrut menyusul srilanka aaaamiiiinnn
ujuk bagus bagus nikmat bbm subsidi orang kayaberapapun harga bbm serah pokok harga takar sesuai mahal takar potong,1,"Ujuk rasa bagus,yang gak bagus yang menikmati bbm bersubsidi itu orang kaya...<br>Berapapun harga bbm terserah pokoknya harga dgn takaran itu sesuai, sudah mahal takaran dipotong lagi,"
moga jalan baik masyarakat dampak,1,"Semoga dapat jalan terbaik, sebagai masyarakat kecil terasa dampak nya"
info demo serentak,1,Info demo serentak kapan
demo mahasiswa kubu merah nih,1,Yg demo ko dari mahasiswa dari kubu merah mana nih
oke ribu,0,"Naik 500 ok lah, ini 2rbu lebih 🥺💬🤧🤧🤧"
perintah gila,0,Penyebabnya cuma pemerintah naik nya gila dari 7000an naik 10000
idiot menteri hubung dinas daerah tarif angkot ojek daring biar rugi kasihan lantar,0,idiot memang. seharusnya kementrian perhubungan dan dinas di daerah segera naikkan tarif angkot dan ojol. biar mereka gak rugi dalam bekerja. Kasihan yang kemudian terlantar itu.
rusuh demo piha tepuk tangan,1,Kalo terjadi kericuhan demo ada pihak2 yg tepuk tangan
demo baik demo suku dayak,1,Demo terbaik adalah demonya suku dayak
perintah jabat lihat indonesia,0,Pemerintah/pejabat <br>Lihatlah Indonesia tidak baik baik saja.
gak ngaruh demo perintah zaman,0,Kayaknny ga ngaruh deh demo pemerintah jaman sekarang mah
ya dapat,1,Klwpun di naikkan ya udh gpp toh pasti semua ikut naik dan pendapatan jg naik
gak wakil demo keroyok,0,"Apa nggak ada perwakilan, kok demo keroyokan"
minyak bumi turun bbm,0,Minyak bumi turun tapi bbm naik
ya tangis dulupada lupa yadulu rupiah demo nangissetelah jabat lupa ya moga zalim rakyat balas pedih dunia akhirat,1,"mana ya yang nangis2 dulu<br>pada lupa ya<br>dulu naik 700 rupiah pada demo nangis2<br>setelah pada dapat jabatan pada lupa ya 😤😤😤😤<br>semoga dzolim mu kepada rakyat,mendapatkan balasan yang pedih di dunia akherat 🤲🤲🤲🤲🤲"
jabat politikus koruptor guru negeri cetak mental mental korupsi saksi,0,Hallahh kalau  sudah jadi pejabat atau politisi akhirnya jadi. koruptor juga....bukannya perguruan tinggi negeri ini pencetak mental mental korup...pretlahh. saya saksi 98
demo tolong rusak fasilitas,1,demo²tpi tolong jgn merusak fasilitas umum.
semangat kawan,1,Semangat kawan.
hisab hadap allah berat pimpin partai orang cilik zalim mati,1,"Hisab dihadapan Allah beratt wahai pemimpin. Katanya partai wong cilik, tapi zolim gitu. Ingat mati"
perintah mahasiswa awas spbu mobil pribadi larang pakai subsidi bbm lanjur,0,Seharusnya pemerintah dan mahasiswa mengawasi di spbu..  mobil pribadi dilarang pakai subsidi..  akhirnya di naikkn kan bbm.. terlanjur naik..
islam ajar demonstrasi demonstrasi solusi,0,Islam tidak mengajarkan demonstrasi. Demonstrasi bukan solusi !!
jaga negara satu republik indonesia perintah enak tengok tengok melulu,1,Harus menjaga NKRI dong. Para pemerintah jgn Mao enak sendiri. Tengok ke bawah jgn nengok ke atas mulu
jakarta doang turun jalan ayo ramai jalan ibukota bakar ban,0,JAKARTA DOANG NI YG BELOM TURN KE JALAN..AYO RAMAIKAN JALANANN IBUKOTA..BAKAR2BAN
tunjang gaji dpr jabat perintah bumn tara gaji tunjang upah minimum regional kayak buruh pabrik lembur upah minimum regional tunjang intensif hadir ribu potong pph jamsostek bpjs pajak serikat kerja diam,0,"Tunjangan dan gaji DPR pejabat tinggi pemerintah n bumn itu besar. Setarakan gaji dan tunjangan mereka jd UMR kaya buruh pabrik.tanpa lembur hanya UMR dan tunjangan intensif kehadiran yg hanya 30rbuan setelah itu msh dipotong pph, jamsostek,bpjs ,pajak serikat pekerja. Apa bisa mereka diam saja"
perintah timbang bbm rakyat berat,1,Pemerintah harus mempertimbang kan lagi atas kenaikan bbm rakyat2 kecil terasa keberatan
calon anggur modal lulus gaji profesional gilir bayar profesional ahli nol,0,"calon pengangguran, modal fresh graduate minta gaji profesional, giliran di bayar profesional skil nol"
kerja pulang pakai motor rb bbm ribu kumpul kisar anak bini parah negeri kayak kayak,0,"Kerja pulang balik pakai motor, 10 Rb per hari, ketika naik Bbm jadi 15 RB per hari, cuma bisa ngmpul kisaran 500/bulan utk anak bini. Parah negri ini. Yg kaya makin kaya"
keren revolusi,1,Keren 👍revolusii ❗❗❗
rusuh dikit mogok kerja,0,Dikit2 rusuh...dikit2 mogok..mmg gak ada kerjaan
gara gara bbm orang korban demo gak pikir ya main,0,"Gara2 naikanbbm org jdilorban demo, ga mikir dlu apa y maen naik2 aja"
minyak bbm,1,Dulu minyak skr bbm😅
lihat rakyat kayak sih enteng beli sgitu pas pendaaptanx kayak habis pilih hasil citra,0,"Lihat rakyatmu pak,yg kaya sih masih enteng beli sgitu nah yg pas2an pendaaptanx kaya apa?blm lagi habis ini smuanx ikut naik.beginilah klo memilih hasil pencitraan"
anggap bbm,0,"Jangan anggap biasa, dengan kenaikan BBM yang tidak biasa.,."
pertalite turun syarat mobil pribadi larang isi pertalite kendara adem kena angin kena hujan kena panas matahari muat orang ya wajib keluar uang mobil,0,"PERTALITE BISA TURUNKAN LAGI TAPI SYARATNYA MOBIL PRIBADI DILARANG ISI PERTALITE,,,, ,, MAU BERKENDARA ADEM GAK KENA ANGIN GAK KENA HUJAN GAK KENA PANAS MATAHARI DAN MUAT BANYAK ORANG IYAAA WAJIB MENGELUARKAN UANG LEBIH ITULAH MOBIL"
demogiliran bbm bahan pokok jenis makmur jabat setujuingiliran upah minimum kabupaten kota harga sawit jenis ksejahteraan kerja buruh tolak wacana gak masuk akalgimana negara maju jabat nya gak takut tuhan sumpah kitab suci korupsi,1,"Harus d demo<br>Giliran bbm naik, bhan pkok naik, apapun segala jenis yg memakmur kn pejabat, d setujuin<br>Giliran UMK minta naik, harga sawit minta naik, apa pun segala jenis yg buat ksejahteraan pekerja/buruh, selalu d tolak, selalu bnyj wacana yg gk masuk akal<br><br>Gimana negara mau maju, kalo pejabat ny gk takut sma Tuhan, uda d sumpah d ats kitab suci, masih juga korup"
selamat mahasiswa,1,Bravo Mahasiswa
resmi bbm,1,UDAH RESMI NAIK BBM EUY 😑😑😑
ahok hasil ganti harga bbm,1,Cie Ahok telah berhasil Mengganti Harga BBM
tema ospek unjuk ya anak,1,Hari ini tema ospekny unjuk rasa ya anak&quot;
mahasiswa suara wakil kaum kaum suara moga senantiasa lindung allah titik cerah,1,"Para mahasiswa menyuarakan n mewakili kaum kaum kecil untuk bersuara. Semoga senantiasa dalan lindungan Allah, dan mendapat titik cerah."
damai ya mahasiswakusolusi baik negeri,1,Tetap damai ya mahasiswaku...🤗solusi semua terbaik buat negriku🥰
turun harga bbm,1,Turunkan harga BBM...
pakai kendara listrik otw tabung,1,Pakai kendaraan listrik <br>otw nabung
terima kasih adik adik mahasiswa bela orang cilik partai orang licik,1,Terimakasih kepada adik adik mahasiswa membela wong cilik tak seperti partai wong licik
demo ya demo tolong adik adik mahasiswa tertib ya anarkis,1,"Demo ya demo,tapi tolong adek adek mahasiswa yg tertip ya, ko Ng anarkis"
warga dukung mahasiswa moga sehat wakil kawan,1,Aku sebagai warga sng gaweane ngarger ttp mendukung mahasiswa semoga kalian sehat slaluj kalian sudah mewakili kami kwand
moga mahasiswa lindung allah mahasuci mahatinggi allah amin,1,Smg para mahasiswa sll dlm lindungan Allah Swt aminnn....
langsung power upcoba gak ribu gak smpek,0,"Masalahnya naiknya langsung power up<br>Coba jadi 8500, atau gk sampai 9rb lah. Gk smpek sprti ini"
semangat demo saudara dengar kuping politikus eksekutif,1,"Semangat demonya saudaraku, lanjutkan, sampai terdengar dikuping&quot; politikus ataupun eksekutif"
demo subsidi demo larang rakyat mandiri demo ya korupsi adil sita harta,0,"Demo kok masalah subsidi sama aja demo melarang rakyat mandiri,demo ya klo ada yg korupsi untuk diadili&amp;disita hartanya."
mahasiswa semangat,1,Mahasiswa semangat👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
minum demo mahasiswa ricuh demo tidur ricuh,0,Apapun minumnya dan makanya... Stiap demo mahasiwa pasti terlalu banyak ricuhhhhhh... Cuma demo tidur yg gak ricuhhhh
buat onar bilang juang jiwa jarah picu perang saudara,0,"pembuat onar kok di bilang pejuang, itu jiwa2 penjarah pemicu perang saudara."
moga allah lindung,1,semoga Alloh melindungi kalian
perintah pdip presiden jokowi gak jabat pimpin rakyat ya miskin pimpin insinyur jokowi negara maju bangun nasib rakyat korban,0,"Inikan maunya pemerintahan PDIP dan presiden Jokowi ,kalo ga gini mereka para  pejabat dan pemimpin bahwa rakyat ya masih pd blangsak dan miskin di bawah ke pemimpinan bpk Ir Jokowi , negara mau maju dlm pembangunan tapi nasib rakyat yg jd korban."
bbm gaji,0,BBM naik tapi gaji sama aja
pintar gocek isu ya reda isu sambo isu bbm biar demo mahasiswa rusuh hilang isu raja sambo dasar kadang kadang,0,"Pintar nya ngocek isu ya kan...., Supaya reda isu Sambo, dinaikkan isu naik BBM biar demo mahasiswa terus ada kericuhan dll. Hilang lah isu kerajaan sambo 😂😂😂... Dasar...ente kadang kadang 😂😂😂"
tebak demo ricuh sampah rusak tuju utama demo ricuh biar gereget berita aspirasi formalitas,0,"Udah ditebak tiap demo pasti ricuh,nyampah,dan ngerusak...tujuan utama demo itukan ricuhnya biar greget pemberitaannya, sedangkan aspirasi cuma formalitas aja."
demo mahasiswa habis keringat kering tenggorok habis suara,1,teruskan demomu mahasiswa sampai habis keringatmu...sampai kering tenggorokanmu...sampai habis suaramu
terima kasih presiden rakyat senang bbm moga indonesia mogok massal biar enak perut,0,Terima kasih buat bapak presiden membuat rakyat senang dgn kenaikan BBM semoga seluruh Indonesia mogok masal biar tau mereka se enak perut mereka
resah sekolah demo,0,Meresahkan sekolah buat demo
harga minyak dunia turun indonesia hahaha,1,Disaat harga minyak dunia turun di Indonesia naik hahaha
orang normal terima saranudah ricuh kayak sadar saranmanusia tahan kias tahan palu,1,"hanya orang normal yg mampu untuk menerima saran.<br>udah ricuh kaya gini emang msih blm sadar, dan masih minta saran?<br>manusia itu tahan kias, bukan tahan palu!"
inget jokowi presiden bbm turun cekik,0,Inget waktu jokowi baru jadi presiden... &#39;&#39;Bbm akan diturunkan&#39;&#39;<br>Lah malah makin mencekik
mahasiswa hidup negara demokrasi preman aspirasi anarkis beban bbm mahasiswa aspirasi rakyat dialog solusi ya kes tunggang parpol,0,Kok mahasiswa sekarang yg hidup di negara Demokrasi malah seperti preman menyampaikan aspirasi dengan anarkis! <br>Kita sama-sama terbeban dengan &#39;BBM&#39; naik tapi kalau bisa mahasiswa sampaikan aspirasi rakyat dengan dialog dengan disertai solusi. <br>Kalau cara-cara seperti ini yah terkesan ditunggangi Parpol
salam gera semangat salam masyarakat mareka kuasa,1,Salam pergerakan tetap semangat sampaikan salam masyarakat kepada mareka yg berkuasa
gak bilang negara dunia,0,Gk tau lh mau bilang apa di keadaan negara dan dunia yg lagi tidak baik ini
dewasa warga indonesiaharusnya erti kondisi dunia apaseharusnya bbm prioritas kendara angkut barang kendara harga turun prioritas butuh suka bawa motor mobil alih kendara sepeda kurang polisi udara panas global warmingyah moga perintah warga satu dapat demo kasih solusi perintah turun bbm kontribusi perintah bingung sisi subsidi bbm sasar harga minyak dunia harga bbm demo besar terjadiseperti dagang makan harga cabai pasar beras dagang harga biar tukar untung jual,0,"Kurangnya dewasa warga Indonesia.<br>Harusnya lebih pengertian dengan kondisi dunia seperti apa.<br>Seharusnya BBM itu di perioritaskan kendaraan angkut barang dan kendaraan umum saja itu lebih baik. Harga diturunkan tapi dengan peroritaskan yang dibutuhkannya, untuk yang selalu suka bawa motor atau mobil beralih ke kendaraan umum dan sepeda bisa mengurangi polisi udara agar tidak terjadi pemanasan global warming.<br><br>Yah semoga pemerintah dan warganya bisa bersatu dalam menyampaikan pendapat satu sama lain. Demo tapi kasih solusi buat pemerintah supaya bisa menurunkan BBM itu saling kontribusi aja. Pemerintah bingung juga di sisi lain jika disubsidi kan BBM malah kaga tepat sasaran, dan harga minyak dunia juga masih naik. Dan harga BBM dinaikan pasti akan demo besar besaran dan inilah yang terjadi.<br><br>Seperti Lo dagang makanan tiba tiba harga cabai naik dipasar atau beras misalnya pasti dagangan Lo harganya dinaikin biar bisa tuker tambah keuntungan penjualan."
demo suara dengar,0,Percuma aja di demo suara kita tak kn pernah didengar lagi.
gak demo pikir positif,1,"Ga usah demo, mikir poisitip"
perintah rezim partai orang licik cuman bikin resah masyarakat otak otak,0,Pemerintah rezim parTAi wong licik cm bikin resah masyarakat... Otak mana otak
anehyg aneh perintah bangga infrastrukur bangun otot bilang ekonomi tumbuh nyata uang negara kacau harga harga naikkanotak monyet pikir sederhana,0,"emang aneh?<br>yg aneh itu pemerintah yg selalu banggain infrastrukur dan pembangunan, yg ngotot bilang ekonomi bertumbuh. kenyataannya keuangan negara kacau sehingga harga2 di naikkan.<br>otak monyet pun bisa mikir sesederhana itu,"
polisi mertua kamudemi adik kakak kamuini keluarga kamuini teman sahabat kamudemi tetangga kamubiarkan mahasiswa temu anggota dewan,1,"Pak polisi ini demi mertua kamu, ...!<br>Demi Ibu kamu...!<br>Demi adik kakak kamu..!<br>Ini demi keluarga kamu..!<br>Ini demi teman, sahabat kamu..<br>Demi Tetangga kamu..!<br>Biarkan para mahasiswa bertemu dengan Anggota DEWAN."
mantap bakar gedung istana,0,Mantab bakar aja gedung istana😂😂😂
bbm subsidi hilang,0,kenaikan bbm karena subsidi yang hilang
gara gara dpr bikin kalender milliarbeli gorden milliaraspal milliarminta juta uang rakyat,0,Ini gara gara dpr bikin kalender 1 milliar<br>Beli gorden 48 milliar<br>Aspal 11 milliar<br>Minta lagi 955 juta <br>Itu semua uang rakyat
alih isu,1,pengalihan isu
selamat negeri dongeng indonesia tolak keras harga bbm maju mahasiswa rakyat dukung tumbang rezim negeri dongeng,1,Selamat datang di negeri dongeng Indonesia. Tolak keras kenaikan harga BBM. maju trus para mahasiswa rakyat kecil mendukungmu. Tumbangkan para rezim di negeri dongeng ini
mantap,1,Mantap
mahasiswa wakil rakyat,1,"Mahasiswa adalah wakil rakyat,,,"
bbm cepat gilir upah ampun,0,Naek bbm cepet amat.. Giliran upah naek lama nya minta ampun
kota nusantara demo seberang pulau deh,0,"Klo IKN udah jadi, mau demo harus nyeberang pulau dulu hihihi deeeh"
hidup mahasiswa laku sejarah negara,1,Hidup mahasiswa kalianlah pelaku sejarah negara ini
kerja santai saudara dagang bbm santai saudara pikir cuman tingkat jual biar beli bahan bakar saudara,1,"Yang kerja aja santai braderrrrrr, la kita yang pedagang kalo bbm naik santai aja braderrr, yang perlu dipikirin di kita mah cuman gimana caranya meningkatkan penjualan biar bisa beli bahan bakar brader wkwkwkwk"
ayo partai orang cilik lantang tutup sarung cemen,0,AYO PARTAINYA WONG CILIK...MANA BIASANYA LANTANG SEKARANG TUTUP SARUNG....CEMEN ENTE
moga gak luka coba tengok saudara belah timur harga bbm capai ribu ribu kondusifmie capai ribu kondusif,1,"semoga gk ada yg terluka, coba kita tengok saudara kita yg di sebelah timur, harga BBM bisa mencapai 50k 100k tp tetap kondusif...<br>mie saja bisa mencapai 20k... tapi tetap kondusif..."
negara demokrasibuat demodi keras mak banteng ketawa lihat inidulu tangis,0,"Negara demokrasi...<br><br>Buat yg demo..<br>Di kerasi ... !!<br>Mak banteng ketawa liat ini....<br>Dulu nangis2,,"
orang tua senang jokowi anak benci jokowipadahal orang tua cape kasih kuliah,0,para orang tua senang pada jokowi anak&quot; malah benci am jokowi...<br>padahal orang tua merka cape&quot; kasih kuliah
tega lihat rakyat,0,"tega gitu liat rakyat seperti ini ,"
bbm adu domba rakyat aparatga paksa kondisi ekonomi iniyg duit sih gak turunpikir kalang bbm imbang,0,"Menaikan bbm sama saja mengadu domba rakyat dengan aparat,..<br><br>Ga usah di paksaan pak dengan kondisi ekonomi seperti ini,<br>Yg berduit sih ga masalah mau naik atau turun,<br>Pikir kalangan bawah <br><br>Menaikan bbm berimbang ke semua,"
demo bikin parah investasi anarkis,0,demo malah bikin parah investasi. apalagi anarkis
ya demo mahasiswa simpatik politis,0,Kenapa ya kok demo2 mahasiswa skrg gak simpatik...politis
suka uang jajan erti subsidi,0,Dari kecil suka minta uang jajan....sekarang udah gede ngga ngerti subsidi ....
moga presiden jabat cepat sadar pikir perut,1,"Semoga presiden dan pejabat cepat2 sadar jgn di pikir perut sendiri ,"
mahasiswa pemuda juang harap bangsa adil sosial rakyat indonesia,1,"Mahasiswa, pemuda pejuang harapan bangsa, demi keadilan sosial bagi seluruh rakyat Indonesia 👍"
sila demo puas anarkis rusak bakar fasilitas bangun pakai duit,1,Silakan demo sepuaskan asalkan jangan anarkis..jgn merusak dan membakar fasilitas umum krn itu dibangun pake duit kami jg..
